ID_Cliente,Fecha_Actividad,Minutos_Uso,Tickets_Soporte
252,2024-10-27,12,0
253,2025-05-25,10,0
254,2024-04-30,40,0
254,2024-05-30,98,0
254,2024-06-29,25,0
254,2024-07-29,56,0
254,2024-08-28,26,0
254,2024-09-27,37,0
254,2024-10-27,7,0
254,2024-11-26,14,0
255,2024-12-26,12,1
256,2025-01-25,72,0
256,2025-02-24,91,1
256,2025-03-26,63,0
256,2025-04-25,56,2
256,2025-05-25,13,0
256,2025-06-24,20,0
256,2025-07-24,37,0
256,2025-08-23,29,0
256,2025-09-22,19,0
256,2025-10-22,87,0
256,2025-11-21,48,0
256,2025-12-21,42,1
256,2026-01-20,39,1
256,2026-02-19,66,0
256,2026-03-21,13,0
256,2026-04-20,9,0
257,2024-03-01,16,2
258,2024-09-27,12,0
258,2024-10-27,34,0
258,2024-11-26,28,0
258,2024-12-26,45,0
258,2025-01-25,0,0
258,2025-02-24,5,0
259,2024-07-29,10,0
260,2024-11-26,14,0
261,2024-06-29,9,0
262,2024-10-27,27,1
262,2024-11-26,36,0
262,2024-12-26,68,1
262,2025-01-25,19,1
262,2025-02-24,12,0
262,2025-03-26,70,0
262,2025-04-25,7,1
262,2025-05-25,18,0
263,2024-01-31,19,0
263,2024-03-01,14,0
264,2024-11-26,7,0
265,2024-01-01,14,0
266,2024-01-31,15,0
267,2024-05-30,13,0
268,2025-03-26,0,0
269,2024-01-31,15,0
270,2024-05-30,0,0
271,2025-03-26,9,0
272,2024-09-27,19,0
273,2025-03-26,2,0
274,2024-03-01,7,0
274,2024-03-31,12,0
275,2025-05-25,9,0
276,2025-04-25,1,0
277,2024-06-29,89,1
277,2024-07-29,73,0
277,2024-08-28,70,0
277,2024-09-27,63,0
277,2024-10-27,43,0
277,2024-11-26,17,0
277,2024-12-26,68,0
277,2025-01-25,48,1
277,2025-02-24,86,0
277,2025-03-26,34,0
277,2025-04-25,47,0
277,2025-05-25,11,0
277,2025-06-24,2,1
278,2025-05-25,13,0
279,2025-04-25,92,0
279,2025-05-25,30,0
279,2025-06-24,35,0
279,2025-07-24,93,1
279,2025-08-23,85,0
279,2025-09-22,93,0
279,2025-10-22,62,0
279,2025-11-21,20,2
279,2025-12-21,46,2
279,2026-01-20,84,0
279,2026-02-19,76,0
279,2026-03-21,93,0
279,2026-04-20,16,0
279,2026-05-20,1,0
279,2026-06-19,8,0
280,2024-08-28,68,0
280,2024-09-27,21,0
280,2024-10-27,28,0
280,2024-11-26,78,0
280,2024-12-26,5,0
280,2025-01-25,11,0
281,2025-05-25,61,0
281,2025-06-24,82,0
281,2025-07-24,42,0
281,2025-08-23,29,0
281,2025-09-22,90,0
281,2025-10-22,54,0
281,2025-11-21,77,0
281,2025-12-21,39,0
281,2026-01-20,10,0
281,2026-02-19,9,1
282,2025-03-26,8,0
283,2024-05-30,52,0
283,2024-06-29,91,0
283,2024-07-29,64,0
283,2024-08-28,36,0
283,2024-09-27,63,0
283,2024-10-27,40,0
283,2024-11-26,25,0
283,2024-12-26,60,0
283,2025-01-25,47,0
283,2025-02-24,92,0
283,2025-03-26,18,0
283,2025-04-25,15,0
283,2025-05-25,2,0
284,2024-06-29,12,0
285,2024-08-28,2,0
286,2024-03-31,14,0
286,2024-04-30,18,1
286,2024-05-30,33,0
286,2024-06-29,76,0
286,2024-07-29,72,0
286,2024-08-28,29,0
286,2024-09-27,69,1
286,2024-10-27,85,0
286,2024-11-26,14,0
286,2024-12-26,2,0
287,2024-01-01,19,0
288,2024-06-29,9,0
289,2024-04-30,5,1
290,2024-09-27,15,1
291,2025-03-26,0,0
292,2025-03-26,4,0
293,2024-06-29,81,0
293,2024-07-29,2,0
293,2024-08-28,4,0
294,2024-08-28,60,1
294,2024-09-27,93,0
294,2024-10-27,80,0
294,2024-11-26,56,0
294,2024-12-26,3,0
294,2025-01-25,13,0
295,2025-03-26,14,0
296,2025-03-26,16,0
296,2025-04-25,69,1
296,2025-05-25,40,0
296,2025-06-24,1,0
296,2025-07-24,1,2
297,2024-06-29,44,0
297,2024-07-29,41,0
297,2024-08-28,58,0
297,2024-09-27,78,0
297,2024-10-27,22,0
297,2024-11-26,21,0
297,2024-12-26,61,0
297,2025-01-25,49,0
297,2025-02-24,29,0
297,2025-03-26,12,0
297,2025-04-25,16,0
298,2025-04-25,12,0
299,2024-09-27,39,0
299,2024-10-27,17,0
299,2024-11-26,41,0
299,2024-12-26,8,0
299,2025-01-25,5,0
300,2025-01-25,66,0
300,2025-02-24,64,0
300,2025-03-26,4,1
300,2025-04-25,12,0
301,2025-04-25,8,0
302,2024-06-29,18,0
303,2024-12-26,64,2
303,2025-01-25,86,0
303,2025-02-24,14,0
303,2025-03-26,20,1
303,2025-04-25,27,0
303,2025-05-25,30,0
303,2025-06-24,80,0
303,2025-07-24,51,1
303,2025-08-23,75,1
303,2025-09-22,29,0
303,2025-10-22,29,0
303,2025-11-21,70,0
303,2025-12-21,13,0
303,2026-01-20,1,1
304,2024-12-26,4,0
305,2024-10-27,1,0
306,2024-10-27,18,0
307,2024-03-01,14,0
308,2024-03-31,4,0
309,2024-01-31,74,0
309,2024-03-01,94,0
309,2024-03-31,86,0
309,2024-04-30,48,0
309,2024-05-30,53,1
309,2024-06-29,26,1
309,2024-07-29,97,0
309,2024-08-28,52,0
309,2024-09-27,20,1
309,2024-10-27,88,0
309,2024-11-26,42,0
309,2024-12-26,13,0
309,2025-01-25,52,0
309,2025-02-24,59,0
309,2025-03-26,11,0
309,2025-04-25,8,0
310,2024-05-30,66,0
310,2024-06-29,31,0
310,2024-07-29,15,0
310,2024-08-28,71,0
310,2024-09-27,79,0
310,2024-10-27,27,1
310,2024-11-26,70,0
310,2024-12-26,96,0
310,2025-01-25,98,0
310,2025-02-24,5,0
310,2025-03-26,16,0
311,2024-12-26,4,0
312,2024-05-30,16,1
313,2025-04-25,19,1
314,2025-05-25,3,0
315,2025-05-25,1,0
316,2024-09-27,13,0
316,2024-10-27,16,0
317,2024-11-26,51,0
317,2024-12-26,71,0
317,2025-01-25,93,1
317,2025-02-24,45,1
317,2025-03-26,29,0
317,2025-04-25,27,0
317,2025-05-25,72,0
317,2025-06-24,80,0
317,2025-07-24,24,0
317,2025-08-23,7,0
317,2025-09-22,12,1
318,2025-01-25,26,0
318,2025-02-24,38,0
318,2025-03-26,67,2
318,2025-04-25,17,1
318,2025-05-25,9,0
319,2024-11-26,9,0
320,2024-01-31,39,0
320,2024-03-01,79,0
320,2024-03-31,80,0
320,2024-04-30,54,0
320,2024-05-30,97,2
320,2024-06-29,26,2
320,2024-07-29,50,0
320,2024-08-28,48,0
320,2024-09-27,95,1
320,2024-10-27,28,0
320,2024-11-26,11,0
320,2024-12-26,17,1
320,2025-01-25,52,0
320,2025-02-24,15,0
320,2025-03-26,14,0
320,2025-04-25,5,0
321,2024-03-31,13,2
322,2024-11-26,59,0
322,2024-12-26,84,0
322,2025-01-25,64,0
322,2025-02-24,23,0
322,2025-03-26,70,1
322,2025-04-25,34,0
322,2025-05-25,4,1
322,2025-06-24,3,0
323,2024-08-28,13,0
324,2024-05-30,61,0
324,2024-06-29,41,0
324,2024-07-29,33,0
324,2024-08-28,62,1
324,2024-09-27,91,0
324,2024-10-27,89,0
324,2024-11-26,43,0
324,2024-12-26,97,2
324,2025-01-25,78,0
324,2025-02-24,1,0
324,2025-03-26,10,0
325,2024-06-29,8,0
326,2025-05-25,53,1
326,2025-06-24,45,0
326,2025-07-24,26,0
326,2025-08-23,39,1
326,2025-09-22,18,0
326,2025-10-22,93,0
326,2025-11-21,16,0
326,2025-12-21,2,0
326,2026-01-20,10,0
327,2024-06-29,40,0
327,2024-07-29,15,0
327,2024-08-28,83,0
327,2024-09-27,34,0
327,2024-10-27,7,0
327,2024-11-26,12,0
328,2024-04-30,69,0
328,2024-05-30,33,0
328,2024-06-29,93,0
328,2024-07-29,30,0
328,2024-08-28,85,0
328,2024-09-27,52,2
328,2024-10-27,38,1
328,2024-11-26,99,0
328,2024-12-26,20,0
328,2025-01-25,37,1
328,2025-02-24,21,0
328,2025-03-26,54,0
328,2025-04-25,69,0
328,2025-05-25,1,0
328,2025-06-24,15,0
329,2024-03-01,9,0
330,2024-10-27,13,0
331,2025-03-26,17,1
332,2024-10-27,11,0
333,2024-04-30,3,0
334,2024-10-27,14,0
335,2024-06-29,40,0
335,2024-07-29,78,0
335,2024-08-28,16,1
335,2024-09-27,23,0
335,2024-10-27,23,0
335,2024-11-26,34,1
335,2024-12-26,18,0
335,2025-01-25,21,0
335,2025-02-24,2,0
335,2025-03-26,14,1
336,2025-03-26,1,0
337,2024-07-29,82,0
337,2024-08-28,36,0
337,2024-09-27,77,0
337,2024-10-27,85,0
337,2024-11-26,94,0
337,2024-12-26,32,0
337,2025-01-25,84,0
337,2025-02-24,16,0
337,2025-03-26,1,0
337,2025-04-25,17,0
338,2025-03-26,49,0
338,2025-04-25,95,1
338,2025-05-25,14,0
338,2025-06-24,73,0
338,2025-07-24,11,0
338,2025-08-23,19,0
339,2024-06-29,95,0
339,2024-07-29,24,0
339,2024-08-28,38,1
339,2024-09-27,97,0
339,2024-10-27,43,0
339,2024-11-26,26,0
339,2024-12-26,79,1
339,2025-01-25,42,0
339,2025-02-24,62,0
339,2025-03-26,7,0
339,2025-04-25,2,0
340,2025-04-25,96,0
340,2025-05-25,62,0
340,2025-06-24,95,0
340,2025-07-24,32,2
340,2025-08-23,66,0
340,2025-09-22,7,1
340,2025-10-22,6,0
341,2025-05-25,51,0
341,2025-06-24,69,0
341,2025-07-24,44,0
341,2025-08-23,87,0
341,2025-09-22,13,0
341,2025-10-22,17,0
342,2024-06-29,80,0
342,2024-07-29,60,1
342,2024-08-28,88,0
342,2024-09-27,31,1
342,2024-10-27,42,0
342,2024-11-26,93,1
342,2024-12-26,48,0
342,2025-01-25,3,0
342,2025-02-24,17,0
343,2024-09-27,1,0
344,2025-02-24,14,1
345,2024-04-30,46,0
345,2024-05-30,88,0
345,2024-06-29,25,0
345,2024-07-29,43,0
345,2024-08-28,44,0
345,2024-09-27,17,2
345,2024-10-27,1,0
345,2024-11-26,7,0
346,2024-10-27,13,0
347,2025-04-25,46,0
347,2025-05-25,0,0
347,2025-06-24,2,1
348,2025-02-24,72,0
348,2025-03-26,46,0
348,2025-04-25,58,0
348,2025-05-25,35,0
348,2025-06-24,79,0
348,2025-07-24,18,1
348,2025-08-23,78,0
348,2025-09-22,49,0
348,2025-10-22,19,0
348,2025-11-21,17,0
349,2025-05-25,0,0
350,2024-05-30,18,1
351,2025-01-25,19,0
351,2025-02-24,24,0
351,2025-03-26,89,0
351,2025-04-25,21,0
351,2025-05-25,85,0
351,2025-06-24,24,0
351,2025-07-24,18,0
351,2025-08-23,16,2
352,2025-01-25,39,0
352,2025-02-24,50,0
352,2025-03-26,85,0
352,2025-04-25,13,0
352,2025-05-25,3,0
353,2024-07-29,11,0
353,2024-08-28,55,0
353,2024-09-27,88,1
353,2024-10-27,72,0
353,2024-11-26,70,0
353,2024-12-26,41,1
353,2025-01-25,12,0
353,2025-02-24,27,0
353,2025-03-26,8,0
353,2025-04-25,5,0
354,2024-01-01,17,0
355,2024-06-29,10,0
355,2024-07-29,6,0
356,2024-04-30,47,0
356,2024-05-30,48,0
356,2024-06-29,60,0
356,2024-07-29,66,0
356,2024-08-28,74,0
356,2024-09-27,82,0
356,2024-10-27,98,0
356,2024-11-26,79,0
356,2024-12-26,41,0
356,2025-01-25,88,0
356,2025-02-24,15,1
356,2025-03-26,11,0
357,2024-04-30,10,2
358,2024-01-01,96,1
358,2024-01-31,44,0
358,2024-03-01,3,0
358,2024-03-31,4,2
359,2025-02-24,2,1
360,2024-01-01,11,0
361,2025-05-25,4,2
362,2024-11-26,83,0
362,2024-12-26,95,0
362,2025-01-25,45,1
362,2025-02-24,96,0
362,2025-03-26,88,0
362,2025-04-25,82,0
362,2025-05-25,81,0
362,2025-06-24,15,0
362,2025-07-24,37,1
362,2025-08-23,39,1
362,2025-09-22,97,0
362,2025-10-22,85,0
362,2025-11-21,71,1
362,2025-12-21,43,0
362,2026-01-20,1,0
362,2026-02-19,3,1
363,2024-05-30,6,2
364,2024-07-29,17,0
365,2024-01-01,9,0
366,2024-10-27,16,0
367,2024-11-26,88,0
367,2024-12-26,85,0
367,2025-01-25,41,0
367,2025-02-24,76,0
367,2025-03-26,15,0
367,2025-04-25,83,0
367,2025-05-25,21,0
367,2025-06-24,90,1
367,2025-07-24,18,0
367,2025-08-23,5,0
368,2025-01-25,9,1
369,2025-01-25,2,2
370,2025-03-26,18,2
370,2025-04-25,5,1
371,2024-03-01,60,0
371,2024-03-31,56,0
371,2024-04-30,85,2
371,2024-05-30,80,0
371,2024-06-29,17,0
371,2024-07-29,60,0
371,2024-08-28,11,0
371,2024-09-27,7,0
372,2024-11-26,11,1
373,2025-01-25,9,0
374,2024-08-28,79,0
374,2024-09-27,65,0
374,2024-10-27,52,0
374,2024-11-26,93,0
374,2024-12-26,2,0
374,2025-01-25,12,0
375,2024-06-29,3,0
376,2024-06-29,2,0
377,2025-05-25,60,0
377,2025-06-24,85,0
377,2025-07-24,52,0
377,2025-08-23,61,0
377,2025-09-22,89,0
377,2025-10-22,75,0
377,2025-11-21,36,0
377,2025-12-21,47,2
377,2026-01-20,44,1
377,2026-02-19,28,1
377,2026-03-21,13,1
377,2026-04-20,49,0
377,2026-05-20,62,0
377,2026-06-19,16,1
377,2026-07-19,6,0
378,2025-05-25,2,0
379,2024-05-30,9,0
380,2025-01-25,40,0
380,2025-02-24,45,1
380,2025-03-26,7,2
380,2025-04-25,4,0
381,2024-01-01,13,0
381,2024-01-31,93,0
381,2024-03-01,65,0
381,2024-03-31,30,0
381,2024-04-30,89,1
381,2024-05-30,13,0
381,2024-06-29,94,0
381,2024-07-29,88,1
381,2024-08-28,95,1
381,2024-09-27,73,0
381,2024-10-27,62,1
381,2024-11-26,17,0
381,2024-12-26,1,1
382,2024-12-26,68,0
382,2025-01-25,62,1
382,2025-02-24,45,0
382,2025-03-26,13,0
382,2025-04-25,5,1
383,2024-11-26,7,0
384,2024-04-30,12,0
385,2024-09-27,71,1
385,2024-10-27,32,0
385,2024-11-26,64,0
385,2024-12-26,1,0
385,2025-01-25,4,0
386,2024-05-30,7,0
387,2024-08-28,25,0
387,2024-09-27,68,0
387,2024-10-27,34,0
387,2024-11-26,27,0
387,2024-12-26,18,0
387,2025-01-25,77,0
387,2025-02-24,62,0
387,2025-03-26,68,0
387,2025-04-25,42,0
387,2025-05-25,21,0
387,2025-06-24,19,0
387,2025-07-24,14,0
388,2024-07-29,17,0
389,2024-01-31,19,0
389,2024-03-01,59,1
389,2024-03-31,25,0
389,2024-04-30,20,0
389,2024-05-30,58,0
389,2024-06-29,10,1
389,2024-07-29,4,0
390,2025-02-24,19,0
391,2025-05-25,24,0
391,2025-06-24,83,1
391,2025-07-24,90,0
391,2025-08-23,50,0
391,2025-09-22,56,0
391,2025-10-22,32,2
391,2025-11-21,13,2
391,2025-12-21,2,0
392,2024-04-30,0,0
393,2024-06-29,47,0
393,2024-07-29,90,0
393,2024-08-28,67,0
393,2024-09-27,88,0
393,2024-10-27,76,0
393,2024-11-26,22,0
393,2024-12-26,94,0
393,2025-01-25,94,0
393,2025-02-24,62,0
393,2025-03-26,11,0
393,2025-04-25,96,2
393,2025-05-25,73,0
393,2025-06-24,0,0
393,2025-07-24,12,0
394,2024-05-30,82,0
394,2024-06-29,51,0
394,2024-07-29,3,0
394,2024-08-28,12,0
395,2024-03-01,49,0
395,2024-03-31,34,0
395,2024-04-30,42,0
395,2024-05-30,27,0
395,2024-06-29,46,0
395,2024-07-29,71,0
395,2024-08-28,12,0
395,2024-09-27,69,0
395,2024-10-27,52,0
395,2024-11-26,18,0
395,2024-12-26,13,2
395,2025-01-25,54,0
395,2025-02-24,8,0
395,2025-03-26,10,0
396,2024-10-27,12,0
397,2024-05-30,6,0
398,2025-04-25,16,0
398,2025-05-25,28,0
398,2025-06-24,31,0
398,2025-07-24,48,0
398,2025-08-23,48,0
398,2025-09-22,85,0
398,2025-10-22,40,0
398,2025-11-21,15,0
398,2025-12-21,56,0
398,2026-01-20,67,0
398,2026-02-19,14,0
398,2026-03-21,19,0
399,2024-03-01,3,0
400,2025-03-26,83,0
400,2025-04-25,74,0
400,2025-05-25,70,0
400,2025-06-24,11,1
400,2025-07-24,99,0
400,2025-08-23,11,0
400,2025-09-22,90,2
400,2025-10-22,39,0
400,2025-11-21,96,0
400,2025-12-21,96,0
400,2026-01-20,6,0
400,2026-02-19,15,0
401,2024-11-26,3,0
402,2024-10-27,0,1
403,2024-12-26,59,0
403,2025-01-25,25,1
403,2025-02-24,92,0
403,2025-03-26,19,0
403,2025-04-25,11,0
404,2025-01-25,92,0
404,2025-02-24,49,0
404,2025-03-26,86,1
404,2025-04-25,3,0
404,2025-05-25,13,0
405,2024-04-30,90,0
405,2024-05-30,11,0
405,2024-06-29,82,0
405,2024-07-29,13,0
405,2024-08-28,16,0
406,2025-03-26,96,1
406,2025-04-25,9,0
406,2025-05-25,8,1
407,2024-03-31,1,0
408,2024-11-26,12,0
409,2024-03-01,17,1
410,2024-05-30,4,0
411,2024-11-26,9,0
412,2024-06-29,3,1
413,2024-07-29,18,0
414,2024-03-31,85,0
414,2024-04-30,67,0
414,2024-05-30,92,0
414,2024-06-29,99,0
414,2024-07-29,58,0
414,2024-08-28,29,0
414,2024-09-27,75,0
414,2024-10-27,61,0
414,2024-11-26,76,0
414,2024-12-26,23,0
414,2025-01-25,14,1
414,2025-02-24,12,0
415,2024-05-30,16,0
416,2025-01-25,18,0
417,2024-03-31,18,1
418,2024-01-01,9,1
419,2024-12-26,12,0
420,2024-03-01,13,0
421,2024-05-30,6,1
422,2024-09-27,18,0
423,2024-06-29,12,0
423,2024-07-29,67,0
423,2024-08-28,60,0
423,2024-09-27,16,0
423,2024-10-27,13,0
423,2024-11-26,88,0
423,2024-12-26,20,0
423,2025-01-25,54,0
423,2025-02-24,68,0
423,2025-03-26,82,0
423,2025-04-25,17,0
423,2025-05-25,14,0
424,2024-06-29,30,0
424,2024-07-29,52,0
424,2024-08-28,16,0
424,2024-09-27,41,0
424,2024-10-27,85,0
424,2024-11-26,56,0
424,2024-12-26,18,0
424,2025-01-25,6,0
425,2024-10-27,19,1
425,2024-11-26,87,0
425,2024-12-26,52,1
425,2025-01-25,15,0
425,2025-02-24,16,1
425,2025-03-26,24,0
425,2025-04-25,77,0
425,2025-05-25,17,0
425,2025-06-24,9,0
426,2024-01-01,45,0
426,2024-01-31,39,0
426,2024-03-01,41,2
426,2024-03-31,13,0
426,2024-04-30,45,0
426,2024-05-30,19,0
426,2024-06-29,73,0
426,2024-07-29,92,0
426,2024-08-28,6,0
426,2024-09-27,2,0
427,2024-01-01,8,0
428,2025-05-25,3,0
429,2024-03-31,5,0
430,2024-03-01,16,1
431,2024-12-26,11,0
432,2025-05-25,3,0
433,2025-04-25,90,0
433,2025-05-25,29,0
433,2025-06-24,23,1
433,2025-07-24,80,0
433,2025-08-23,96,0
433,2025-09-22,2,0
433,2025-10-22,18,0
434,2024-06-29,29,0
434,2024-07-29,93,0
434,2024-08-28,85,0
434,2024-09-27,66,0
434,2024-10-27,31,1
434,2024-11-26,99,0
434,2024-12-26,55,1
434,2025-01-25,45,0
434,2025-02-24,88,2
434,2025-03-26,52,0
434,2025-04-25,19,0
434,2025-05-25,84,1
434,2025-06-24,77,0
434,2025-07-24,50,0
434,2025-08-23,0,0
434,2025-09-22,4,0
435,2024-04-30,72,0
435,2024-05-30,51,0
435,2024-06-29,34,0
435,2024-07-29,56,0
435,2024-08-28,26,0
435,2024-09-27,79,0
435,2024-10-27,45,0
435,2024-11-26,11,0
435,2024-12-26,6,0
435,2025-01-25,18,0
436,2024-12-26,17,0
437,2025-04-25,75,0
437,2025-05-25,61,0
437,2025-06-24,83,1
437,2025-07-24,97,0
437,2025-08-23,98,0
437,2025-09-22,92,0
437,2025-10-22,70,0
437,2025-11-21,42,0
437,2025-12-21,8,0
437,2026-01-20,2,0
438,2024-10-27,19,1
439,2024-01-01,12,1
440,2024-12-26,35,0
440,2025-01-25,37,0
440,2025-02-24,64,0
440,2025-03-26,81,0
440,2025-04-25,53,1
440,2025-05-25,74,0
440,2025-06-24,66,1
440,2025-07-24,6,0
440,2025-08-23,9,0
441,2024-01-31,19,0
442,2024-01-01,89,2
442,2024-01-31,60,0
442,2024-03-01,65,1
442,2024-03-31,62,0
442,2024-04-30,37,0
442,2024-05-30,65,0
442,2024-06-29,53,0
442,2024-07-29,27,1
442,2024-08-28,50,2
442,2024-09-27,55,0
442,2024-10-27,2,1
442,2024-11-26,4,0
443,2024-11-26,96,1
443,2024-12-26,40,0
443,2025-01-25,83,0
443,2025-02-24,27,0
443,2025-03-26,56,2
443,2025-04-25,43,0
443,2025-05-25,93,0
443,2025-06-24,22,0
443,2025-07-24,74,0
443,2025-08-23,24,1
443,2025-09-22,46,0
443,2025-10-22,54,0
443,2025-11-21,67,0
443,2025-12-21,9,0
443,2026-01-20,11,0
444,2024-08-28,1,1
445,2024-08-28,43,0
445,2024-09-27,3,0
445,2024-10-27,19,0
446,2024-10-27,15,1
447,2025-04-25,14,0
448,2024-12-26,7,0
449,2025-03-26,61,0
449,2025-04-25,54,0
449,2025-05-25,13,1
449,2025-06-24,84,0
449,2025-07-24,74,0
449,2025-08-23,79,0
449,2025-09-22,93,0
449,2025-10-22,90,0
449,2025-11-21,86,0
449,2025-12-21,99,0
449,2026-01-20,28,0
449,2026-02-19,27,0
449,2026-03-21,45,0
449,2026-04-20,1,0
449,2026-05-20,3,0
450,2025-01-25,0,1
451,2024-11-26,32,0
451,2024-12-26,33,0
451,2025-01-25,57,0
451,2025-02-24,88,1
451,2025-03-26,74,0
451,2025-04-25,60,0
451,2025-05-25,79,1
451,2025-06-24,69,0
451,2025-07-24,38,0
451,2025-08-23,64,0
451,2025-09-22,1,0
451,2025-10-22,11,0
452,2024-01-01,88,2
452,2024-01-31,28,0
452,2024-03-01,98,0
452,2024-03-31,76,0
452,2024-04-30,45,2
452,2024-05-30,89,1
452,2024-06-29,58,0
452,2024-07-29,48,2
452,2024-08-28,62,0
452,2024-09-27,55,0
452,2024-10-27,11,0
452,2024-11-26,9,0
453,2024-06-29,11,0
454,2025-01-25,48,0
454,2025-02-24,4,0
454,2025-03-26,16,1
455,2024-01-01,15,0
456,2024-04-30,4,0
457,2025-05-25,64,0
457,2025-06-24,45,0
457,2025-07-24,28,0
457,2025-08-23,27,1
457,2025-09-22,48,1
457,2025-10-22,46,0
457,2025-11-21,71,0
457,2025-12-21,18,0
457,2026-01-20,29,0
457,2026-02-19,64,0
457,2026-03-21,11,0
457,2026-04-20,10,1
457,2026-05-20,11,2
458,2024-09-27,12,1
459,2024-08-28,17,0
460,2024-11-26,86,0
460,2024-12-26,48,1
460,2025-01-25,83,0
460,2025-02-24,82,0
460,2025-03-26,34,0
460,2025-04-25,65,0
460,2025-05-25,1,0
460,2025-06-24,3,0
461,2024-05-30,26,0
461,2024-06-29,90,0
461,2024-07-29,48,0
461,2024-08-28,68,0
461,2024-09-27,42,0
461,2024-10-27,46,0
461,2024-11-26,12,0
461,2024-12-26,32,0
461,2025-01-25,99,0
461,2025-02-24,37,0
461,2025-03-26,93,0
461,2025-04-25,21,0
461,2025-05-25,4,1
461,2025-06-24,15,0
462,2024-03-31,4,0
463,2024-04-30,11,0
464,2024-01-31,0,0
465,2024-01-31,12,0
466,2024-05-30,18,0
467,2025-02-24,5,0
468,2024-11-26,9,0
469,2025-04-25,7,0
470,2025-02-24,8,0
471,2024-10-27,5,0
472,2024-05-30,11,0
473,2024-05-30,17,2
474,2024-01-31,0,0
475,2025-05-25,16,1
475,2025-06-24,2,0
476,2024-08-28,22,1
476,2024-09-27,71,0
476,2024-10-27,77,0
476,2024-11-26,72,0
476,2024-12-26,93,0
476,2025-01-25,13,0
476,2025-02-24,4,0
477,2025-05-25,7,1
478,2024-03-01,65,0
478,2024-03-31,88,0
478,2024-04-30,86,0
478,2024-05-30,10,0
478,2024-06-29,30,0
478,2024-07-29,32,0
478,2024-08-28,72,1
478,2024-09-27,73,0
478,2024-10-27,21,0
478,2024-11-26,11,1
478,2024-12-26,1,0
478,2025-01-25,17,0
479,2024-03-31,8,0
480,2024-01-31,1,1
481,2024-08-28,31,0
481,2024-09-27,25,0
481,2024-10-27,96,0
481,2024-11-26,30,0
481,2024-12-26,8,0
481,2025-01-25,2,0
482,2024-01-01,20,0
482,2024-01-31,27,0
482,2024-03-01,79,0
482,2024-03-31,56,0
482,2024-04-30,13,0
482,2024-05-30,19,0
482,2024-06-29,12,2
482,2024-07-29,65,1
482,2024-08-28,49,0
482,2024-09-27,3,0
482,2024-10-27,6,0
483,2025-02-24,88,0
483,2025-03-26,56,0
483,2025-04-25,46,0
483,2025-05-25,90,0
483,2025-06-24,90,1
483,2025-07-24,28,1
483,2025-08-23,41,0
483,2025-09-22,74,2
483,2025-10-22,86,0
483,2025-11-21,47,0
483,2025-12-21,4,0
483,2026-01-20,7,0
484,2024-01-31,2,0
485,2024-11-26,6,0
486,2024-01-31,19,0
487,2024-09-27,8,0
488,2024-09-27,6,0
489,2025-04-25,1,0
490,2024-11-26,19,0
491,2024-03-31,9,1
492,2024-05-30,1,1
493,2024-03-01,3,1
494,2024-09-27,21,0
494,2024-10-27,34,0
494,2024-11-26,26,0
494,2024-12-26,48,0
494,2025-01-25,39,0
494,2025-02-24,19,0
494,2025-03-26,96,0
494,2025-04-25,87,0
494,2025-05-25,46,0
494,2025-06-24,61,0
494,2025-07-24,24,0
494,2025-08-23,12,0
494,2025-09-22,4,0
495,2025-01-25,38,2
495,2025-02-24,58,0
495,2025-03-26,40,0
495,2025-04-25,12,0
495,2025-05-25,1,0
496,2024-01-31,21,0
496,2024-03-01,68,0
496,2024-03-31,43,2
496,2024-04-30,85,0
496,2024-05-30,79,0
496,2024-06-29,3,0
496,2024-07-29,1,0
497,2024-04-30,14,0
498,2025-05-25,13,0
499,2024-04-30,75,0
499,2024-05-30,28,0
499,2024-06-29,75,0
499,2024-07-29,52,1
499,2024-08-28,48,1
499,2024-09-27,15,0
499,2024-10-27,64,0
499,2024-11-26,83,0
499,2024-12-26,75,0
499,2025-01-25,63,0
499,2025-02-24,49,0
499,2025-03-26,96,0
499,2025-04-25,65,0
499,2025-05-25,40,1
499,2025-06-24,4,0
499,2025-07-24,16,0
500,2024-01-01,9,0
501,2024-01-01,12,0
501,2024-01-31,42,0
501,2024-03-01,14,1
501,2024-03-31,12,0
502,2024-05-30,16,0
503,2025-05-25,4,0
504,2024-01-31,9,0
504,2024-03-01,6,1
505,2025-02-24,1,0
506,2024-04-30,19,0
507,2024-09-27,2,1
508,2024-04-30,12,2
509,2024-12-26,74,0
509,2025-01-25,46,0
509,2025-02-24,38,1
509,2025-03-26,15,1
509,2025-04-25,16,0
510,2025-02-24,86,0
510,2025-03-26,95,0
510,2025-04-25,27,0
510,2025-05-25,70,1
510,2025-06-24,62,0
510,2025-07-24,14,0
510,2025-08-23,36,0
510,2025-09-22,54,0
510,2025-10-22,73,0
510,2025-11-21,74,0
510,2025-12-21,22,0
510,2026-01-20,24,0
510,2026-02-19,10,0
510,2026-03-21,2,2
511,2024-03-31,4,0
512,2024-08-28,12,0
513,2024-08-28,16,0
514,2024-03-31,96,0
514,2024-04-30,88,0
514,2024-05-30,65,1
514,2024-06-29,52,0
514,2024-07-29,82,0
514,2024-08-28,27,0
514,2024-09-27,84,0
514,2024-10-27,58,0
514,2024-11-26,80,0
514,2024-12-26,13,0
514,2025-01-25,36,0
514,2025-02-24,5,1
514,2025-03-26,0,0
515,2024-09-27,17,0
515,2024-10-27,96,0
