Monto,ID_Transaccion,Fecha,ID_Empleado,ID_Proveedor
298.6,1491,2025-10-20,EMP085,PROV009
557.83,1492,2025-12-04,EMP003,PROV022
284.8,1493,2025-03-24,EMP013,PROV050
140.09,1494,2025-08-28,EMP075,PROV049
1610.26,1495,2025-10-28,EMP087,PROV047
2169.83,1496,2025-11-02,EMP098,PROV016
1733.73,1497,2025-07-03,EMP008,PROV024
845.26,1498,2025-09-26,EMP046,PROV020
574.87,1499,2025-06-24,EMP054,PROV021
5329.26,1500,2025-06-22,EMP084,PROV002
1091.85,1501,2025-10-15,EMP013,PROV050
908.58,1502,2025-05-21,EMP005,PROV018
112.53,1503,2025-06-05,EMP034,PROV021
481.39,1504,2025-06-16,EMP028,PROV029
575.96,1505,2025-09-30,EMP071,PROV023
627.55,1506,2025-04-08,EMP054,PROV048
1446.59,1507,2025-04-16,EMP024,PROV018
1167.36,1508,2025-12-02,EMP018,PROV041
1643.65,1509,2025-06-15,EMP010,PROV036
3386.62,1510,2025-10-29,EMP013,PROV035
4226.41,1511,2025-01-15,EMP025,PROV024
2730.52,1512,2025-08-08,EMP025,PROV028
8147.93,1513,2025-10-27,EMP081,PROV033
108.76,1514,2025-04-17,EMP094,PROV036
246.35,1515,2025-12-10,EMP050,PROV036
103.54,1516,2025-12-26,EMP053,PROV032
1972.19,1517,2025-08-22,EMP018,PROV031
6252.61,1518,2025-10-09,EMP064,PROV025
306.88,1519,2025-07-12,EMP009,PROV026
7146.1,1520,2025-09-18,EMP022,PROV003
131.99,1521,2025-12-11,EMP086,PROV024
7393.87,1522,2025-07-30,EMP100,PROV014
504.95,1523,2025-07-26,EMP083,PROV048
159.53,1524,2025-12-20,EMP007,PROV020
937.01,1525,2025-06-17,EMP005,PROV041
326.25,1526,2025-05-16,EMP093,PROV042
371.32,1527,2025-06-14,EMP016,PROV033
411.7,1528,2025-08-04,EMP030,PROV039
4036.94,1529,2025-01-28,EMP058,PROV022
1197.63,1530,2025-10-11,EMP073,PROV012
419.39,1531,2025-05-19,EMP059,PROV040
1662.14,1532,2025-05-28,EMP011,PROV033
2705.84,1533,2025-02-24,EMP019,PROV041
350.95,1534,2025-06-30,EMP023,PROV007
671.58,1535,2025-11-29,EMP097,PROV011
175.3,1536,2025-10-10,EMP073,PROV002
230.3,1537,2025-06-23,EMP081,PROV019
2302.69,1538,2025-06-17,EMP056,PROV046
230.61,1539,2025-02-10,EMP004,PROV005
1122.86,1540,2025-11-06,EMP069,PROV035
2618.74,1541,2025-03-08,EMP035,PROV035
163.59,1542,2025-03-08,EMP017,PROV022
1363.4,1543,2025-05-26,EMP013,PROV018
325.93,1544,2025-03-18,EMP055,PROV010
8430.51,1545,2025-05-20,EMP084,PROV014
927.02,1546,2025-03-20,EMP005,PROV024
4092.47,1547,2025-01-27,EMP065,PROV038
1260.24,1548,2025-01-07,EMP033,PROV042
122.13,1549,2025-11-19,EMP064,PROV008
1846.3,1550,2025-11-27,EMP077,PROV011
7994.78,1551,2025-11-22,EMP067,PROV025
1596.7,1552,2025-07-17,EMP022,PROV010
4348.88,1553,2025-07-09,EMP016,PROV048
5866.96,1554,2025-10-21,EMP058,PROV011
285.86,1555,2025-06-27,EMP070,PROV028
265.52,1556,2025-02-25,EMP015,PROV003
1667.1,1557,2025-11-12,EMP099,PROV036
663.83,1558,2025-01-27,EMP074,PROV006
4783.24,1559,2025-04-02,EMP056,PROV023
6310.25,1560,2025-01-19,EMP080,PROV033
509.15,1561,2025-01-21,EMP090,PROV031
297.67,1562,2025-11-12,EMP017,PROV017
3639.58,1563,2025-11-23,EMP090,PROV029
354.5,1564,2025-12-05,EMP092,PROV017
4418.03,1565,2025-10-26,EMP007,PROV039
703.84,1566,2025-07-28,EMP022,PROV013
2163.22,1567,2025-09-10,EMP086,PROV002
155.26,1568,2025-06-21,EMP043,PROV028
1768.96,1569,2025-03-11,EMP088,PROV031
800.82,1570,2025-03-01,EMP087,PROV002
1490.11,1571,2025-12-27,EMP069,PROV001
216.78,1572,2025-08-16,EMP069,PROV014
2976.79,1573,2025-06-27,EMP031,PROV028
5316.11,1574,2025-01-06,EMP031,PROV036
271.32,1575,2025-02-09,EMP030,PROV028
155.39,1576,2025-10-29,EMP087,PROV017
111.5,1577,2025-06-25,EMP014,PROV033
1922.84,1578,2025-03-11,EMP091,PROV007
1637.53,1579,2025-03-02,EMP093,PROV038
1239.92,1580,2025-10-01,EMP057,PROV043
291.0,1581,2025-04-07,EMP014,PROV012
605.08,1582,2025-06-21,EMP094,PROV036
1545.09,1583,2025-03-18,EMP019,PROV001
985.22,1584,2025-06-02,EMP005,PROV001
9453.03,1585,2025-07-20,EMP005,PROV049
187.45,1586,2025-12-03,EMP021,PROV020
2456.34,1587,2025-10-29,EMP004,PROV034
643.63,1588,2025-04-06,EMP075,PROV045
718.45,1589,2025-07-25,EMP048,PROV032
2723.93,1590,2025-07-29,EMP044,PROV037
2425.9,1591,2025-04-15,EMP076,PROV018
9605.32,1592,2025-10-01,EMP005,PROV024
180.63,1593,2025-11-08,EMP073,PROV044
161.52,1594,2025-11-07,EMP090,PROV011
2809.81,1595,2025-12-16,EMP068,PROV024
1434.74,1596,2025-07-28,EMP041,PROV014
353.44,1597,2025-03-03,EMP033,PROV038
144.16,1598,2025-05-08,EMP039,PROV039
148.36,1599,2025-12-16,EMP049,PROV008
6143.02,1600,2025-02-06,EMP081,PROV010
241.96,1601,2025-05-31,EMP087,PROV035
443.35,1602,2025-03-12,EMP008,PROV040
284.0,1603,2025-09-17,EMP048,PROV041
512.85,1604,2025-10-12,EMP078,PROV014
137.67,1605,2025-06-16,EMP070,PROV025
1091.74,1606,2025-05-21,EMP049,PROV020
136.53,1607,2025-04-19,EMP001,PROV008
3987.61,1608,2025-11-29,EMP005,PROV023
293.38,1609,2025-05-01,EMP068,PROV049
1202.33,1610,2025-10-07,EMP011,PROV045
5756.5,1611,2025-05-19,EMP030,PROV034
2003.34,1612,2025-05-07,EMP093,PROV017
1163.9,1613,2025-07-01,EMP044,PROV016
445.32,1614,2025-06-07,EMP012,PROV008
463.45,1615,2025-11-19,EMP045,PROV019
2182.6,1616,2025-08-03,EMP070,PROV040
9733.72,1617,2025-04-02,EMP005,PROV038
2107.07,1618,2025-10-23,EMP040,PROV046
1304.87,1619,2025-01-18,EMP013,PROV015
2892.68,1620,2025-10-09,EMP036,PROV033
851.94,1621,2025-04-21,EMP017,PROV008
131.91,1622,2025-04-13,EMP050,PROV017
1332.27,1623,2025-08-18,EMP084,PROV025
8227.17,1624,2025-01-13,EMP013,PROV028
224.18,1625,2025-08-23,EMP025,PROV012
2398.89,1626,2025-08-18,EMP083,PROV042
252.27,1627,2025-12-17,EMP019,PROV024
1179.38,1628,2025-08-16,EMP015,PROV030
156.08,1629,2025-12-20,EMP051,PROV044
795.69,1630,2025-07-13,EMP058,PROV013
3253.32,1631,2025-12-28,EMP088,PROV050
495.61,1632,2025-03-17,EMP047,PROV017
2137.09,1633,2025-12-21,EMP081,PROV050
3898.52,1634,2025-09-04,EMP057,PROV036
7150.82,1635,2025-03-12,EMP029,PROV015
294.63,1636,2025-12-30,EMP007,PROV024
628.97,1637,2025-04-19,EMP039,PROV015
201.76,1638,2025-10-21,EMP080,PROV007
9659.77,1639,2025-11-01,EMP005,PROV026
7145.0,1640,2025-09-10,EMP048,PROV035
1202.03,1641,2025-12-17,EMP005,PROV008
4831.33,1642,2025-10-04,EMP091,PROV027
1101.33,1643,2025-04-14,EMP052,PROV033
1766.73,1644,2025-03-12,EMP054,PROV046
150.75,1645,2025-07-06,EMP057,PROV007
3239.97,1646,2025-03-06,EMP062,PROV006
180.06,1647,2025-02-07,EMP095,PROV045
4488.85,1648,2025-02-10,EMP098,PROV018
3664.85,1649,2025-08-30,EMP051,PROV029
2615.11,1650,2025-04-12,EMP078,PROV004
118.12,1651,2025-06-12,EMP100,PROV022
403.88,1652,2025-10-04,EMP079,PROV028
335.91,1653,2025-08-02,EMP042,PROV007
525.14,1654,2025-09-23,EMP021,PROV049
149.72,1655,2025-09-29,EMP027,PROV002
7480.24,1656,2025-04-01,EMP100,PROV042
1281.16,1657,2025-04-09,EMP030,PROV021
408.37,1658,2025-07-25,EMP048,PROV008
622.25,1659,2025-09-07,EMP006,PROV026
784.16,1660,2025-01-06,EMP047,PROV006
1589.24,1661,2025-01-06,EMP086,PROV011
1074.88,1662,2025-12-31,EMP088,PROV046
6898.97,1663,2025-08-08,EMP022,PROV027
986.11,1664,2025-10-23,EMP005,PROV040
9645.31,1665,2025-12-16,EMP005,PROV011
5044.87,1666,2025-08-09,EMP028,PROV008
261.23,1667,2025-10-18,EMP037,PROV044
7264.24,1668,2025-03-22,EMP006,PROV016
170.9,1669,2025-09-27,EMP059,PROV039
4314.19,1670,2025-05-20,EMP025,PROV027
577.09,1671,2025-12-21,EMP038,PROV027
5700.97,1672,2025-08-08,EMP070,PROV008
5446.45,1673,2025-09-19,EMP059,PROV044
4091.2,1674,2025-01-21,EMP004,PROV029
3802.43,1675,2025-05-25,EMP068,PROV028
406.78,1676,2025-12-04,EMP052,PROV025
145.16,1677,2025-10-18,EMP076,PROV024
639.68,1678,2025-11-09,EMP023,PROV035
222.36,1679,2025-12-03,EMP058,PROV038
2454.16,1680,2025-09-20,EMP044,PROV027
492.27,1681,2025-05-02,EMP048,PROV037
8937.59,1682,2025-06-29,EMP029,PROV013
1914.01,1683,2025-04-29,EMP080,PROV037
4415.31,1684,2025-12-22,EMP003,PROV014
184.1,1685,2025-04-07,EMP099,PROV014
5296.99,1686,2025-11-19,EMP028,PROV010
7006.71,1687,2025-03-21,EMP084,PROV019
942.16,1688,2025-01-01,EMP005,PROV007
1631.19,1689,2025-07-20,EMP077,PROV046
3385.47,1690,2025-03-03,EMP032,PROV015
223.71,1691,2025-02-05,EMP055,PROV034
1011.89,1692,2025-02-28,EMP057,PROV045
627.08,1693,2025-08-07,EMP004,PROV021
196.22,1694,2025-02-26,EMP022,PROV005
543.34,1695,2025-12-14,EMP069,PROV028
136.88,1696,2025-11-23,EMP062,PROV004
112.62,1697,2025-03-16,EMP007,PROV024
186.35,1698,2025-03-31,EMP020,PROV011
8437.82,1699,2025-05-19,EMP094,PROV014
1256.2,1700,2025-04-12,EMP095,PROV043
8543.67,1701,2025-01-23,EMP013,PROV050
732.82,1702,2025-05-31,EMP027,PROV004
420.37,1703,2025-05-13,EMP021,PROV024
1028.69,1704,2025-10-28,EMP085,PROV030
756.87,1705,2025-09-16,EMP018,PROV044
162.68,1706,2025-07-08,EMP015,PROV008
1912.73,1707,2025-11-24,EMP016,PROV049
270.44,1708,2025-12-24,EMP044,PROV002
1734.51,1709,2025-12-22,EMP095,PROV017
1997.11,1710,2025-07-19,EMP097,PROV001
201.4,1711,2025-05-09,EMP023,PROV019
132.65,1712,2025-01-18,EMP024,PROV009
3643.54,1713,2025-01-14,EMP099,PROV038
831.0,1714,2025-07-10,EMP045,PROV009
130.72,1715,2025-10-16,EMP089,PROV025
9766.36,1716,2025-09-01,EMP005,PROV038
130.49,1717,2025-02-18,EMP021,PROV031
2455.11,1718,2025-04-10,EMP006,PROV025
9275.94,1719,2025-12-10,EMP005,PROV008
300.86,1720,2025-06-17,EMP015,PROV037
192.53,1721,2025-09-30,EMP047,PROV021
174.89,1722,2025-08-20,EMP040,PROV020
404.16,1723,2025-04-19,EMP023,PROV013
159.25,1724,2025-12-15,EMP090,PROV023
2422.83,1725,2025-02-01,EMP076,PROV037
133.22,1726,2025-12-26,EMP009,PROV038
1044.35,1727,2025-12-07,EMP058,PROV034
9849.04,1728,2025-04-07,EMP005,PROV005
4245.61,1729,2025-10-14,EMP050,PROV016
1699.96,1730,2025-11-26,EMP070,PROV045
409.74,1731,2025-01-24,EMP012,PROV047
1769.26,1732,2025-09-05,EMP077,PROV050
1132.62,1733,2025-11-04,EMP089,PROV036
711.49,1734,2025-04-06,EMP050,PROV013
182.57,1735,2025-05-22,EMP092,PROV016
5932.1,1736,2025-02-18,EMP048,PROV018
793.54,1737,2025-09-03,EMP072,PROV023
245.04,1738,2025-03-04,EMP077,PROV024
543.9,1739,2025-02-03,EMP066,PROV042
673.38,1740,2025-07-17,EMP018,PROV047
4519.35,1741,2025-12-04,EMP099,PROV021
2932.44,1742,2025-05-30,EMP038,PROV048
3456.29,1743,2025-05-30,EMP071,PROV011
105.21,1744,2025-04-05,EMP091,PROV049
679.69,1745,2025-02-05,EMP048,PROV038
917.67,1746,2025-12-26,EMP005,PROV034
109.24,1747,2025-10-15,EMP009,PROV003
330.85,1748,2025-03-15,EMP099,PROV024
3315.73,1749,2025-05-31,EMP095,PROV012
188.03,1750,2025-06-18,EMP082,PROV034
1176.58,1751,2025-12-28,EMP031,PROV041
269.4,1752,2025-04-27,EMP003,PROV026
105.74,1753,2025-03-06,EMP047,PROV009
303.67,1754,2025-02-09,EMP075,PROV018
8948.44,1755,2025-11-03,EMP057,PROV016
4009.35,1756,2025-07-14,EMP029,PROV028
8301.44,1757,2025-10-12,EMP055,PROV012
945.6,1758,2025-09-12,EMP005,PROV003
165.76,1759,2025-08-22,EMP030,PROV046
1247.15,1760,2025-10-12,EMP096,PROV028
810.5,1761,2025-12-27,EMP004,PROV024
4883.31,1762,2025-06-15,EMP074,PROV011
157.1,1763,2025-01-01,EMP090,PROV024
947.29,1764,2025-11-27,EMP005,PROV037
199.57,1765,2025-10-27,EMP012,PROV022
446.02,1766,2025-03-15,EMP025,PROV018
2983.42,1767,2025-07-25,EMP023,PROV044
895.44,1768,2025-06-23,EMP097,PROV049
564.65,1769,2025-09-14,EMP013,PROV028
615.11,1770,2025-08-06,EMP068,PROV023
829.65,1771,2025-10-22,EMP005,PROV008
3715.64,1772,2025-04-21,EMP096,PROV018
6083.72,1773,2025-10-13,EMP033,PROV016
8140.84,1774,2025-03-06,EMP027,PROV031
3748.06,1775,2025-05-30,EMP050,PROV006
427.38,1776,2025-02-26,EMP078,PROV038
2378.32,1777,2025-03-14,EMP010,PROV020
750.25,1778,2025-06-18,EMP076,PROV028
323.1,1779,2025-01-29,EMP086,PROV037
4805.55,1780,2025-04-15,EMP092,PROV037
119.36,1781,2025-05-21,EMP008,PROV003
6360.98,1782,2025-06-10,EMP091,PROV036
837.44,1783,2025-02-28,EMP029,PROV022
1881.06,1784,2025-02-09,EMP099,PROV010
2083.09,1785,2025-12-04,EMP050,PROV021
6169.29,1786,2025-07-18,EMP068,PROV028
1876.46,1787,2025-07-27,EMP064,PROV026
1689.92,1788,2025-11-24,EMP090,PROV002
135.93,1789,2025-09-14,EMP005,PROV028
1088.47,1790,2025-06-20,EMP061,PROV038
199.68,1791,2025-11-09,EMP074,PROV045
2984.47,1792,2025-03-13,EMP047,PROV050
1057.9,1793,2025-11-08,EMP082,PROV016
2293.27,1794,2025-05-03,EMP090,PROV002
121.16,1795,2025-08-29,EMP051,PROV015
147.77,1796,2025-11-26,EMP029,PROV028
2707.99,1797,2025-07-24,EMP047,PROV020
139.37,1798,2025-10-27,EMP084,PROV019
138.84,1799,2025-02-12,EMP060,PROV004
105.73,1800,2025-07-02,EMP001,PROV049
8184.7,1801,2025-03-14,EMP055,PROV049
2985.5,1802,2025-09-11,EMP041,PROV032
508.75,1803,2025-04-24,EMP068,PROV033
391.81,1804,2025-02-07,EMP057,PROV034
500.5,1805,2025-03-27,EMP016,PROV016
3542.48,1806,2025-04-25,EMP055,PROV010
2102.53,1807,2025-07-11,EMP085,PROV039
234.63,1808,2025-12-16,EMP021,PROV038
222.96,1809,2025-02-17,EMP006,PROV011
157.32,1810,2025-04-15,EMP085,PROV025
2092.21,1811,2025-03-06,EMP032,PROV043
3378.67,1812,2025-11-02,EMP057,PROV022
338.92,1813,2025-02-17,EMP049,PROV017
110.13,1814,2025-03-23,EMP100,PROV026
146.0,1815,2025-11-01,EMP049,PROV011
8624.22,1816,2025-12-26,EMP076,PROV008
389.84,1817,2025-07-07,EMP022,PROV047
3454.99,1818,2025-01-07,EMP025,PROV001
1775.53,1819,2025-04-19,EMP014,PROV047
580.6,1820,2025-02-03,EMP035,PROV037
257.85,1821,2025-08-08,EMP080,PROV023
174.89,1822,2025-02-14,EMP046,PROV038
1698.35,1823,2025-09-28,EMP025,PROV040
3542.15,1824,2025-04-02,EMP072,PROV003
1940.03,1825,2025-03-12,EMP084,PROV030
1149.75,1826,2025-08-30,EMP068,PROV004
121.31,1827,2025-07-22,EMP088,PROV010
8649.23,1828,2025-01-26,EMP069,PROV010
3957.57,1829,2025-10-10,EMP061,PROV014
385.16,1830,2025-12-19,EMP025,PROV023
9118.86,1831,2025-03-20,EMP005,PROV033
1598.69,1832,2025-08-27,EMP020,PROV045
1461.66,1833,2025-04-26,EMP049,PROV034
3134.34,1834,2025-01-11,EMP028,PROV029
4202.81,1835,2025-08-17,EMP091,PROV011
2055.69,1836,2025-07-29,EMP075,PROV046
180.38,1837,2025-03-26,EMP083,PROV023
474.83,1838,2025-03-22,EMP019,PROV043
7180.71,1839,2025-04-21,EMP086,PROV032
281.34,1840,2025-12-19,EMP009,PROV023
555.05,1841,2025-10-30,EMP049,PROV044
731.4,1842,2025-04-24,EMP037,PROV038
756.5,1843,2025-11-12,EMP080,PROV034
1682.21,1844,2025-01-10,EMP070,PROV002
7693.99,1845,2025-09-01,EMP079,PROV007
302.96,1846,2025-03-05,EMP056,PROV033
174.99,1847,2025-05-10,EMP039,PROV031
248.28,1848,2025-12-06,EMP082,PROV002
5940.87,1849,2025-06-29,EMP085,PROV024
1957.14,1850,2025-05-31,EMP099,PROV027
373.09,1851,2025-06-16,EMP052,PROV001
4284.44,1852,2025-09-16,EMP072,PROV008
5281.29,1853,2025-04-09,EMP085,PROV005
4932.06,1854,2025-08-18,EMP045,PROV027
6884.19,1855,2025-12-11,EMP092,PROV013
319.51,1856,2025-02-14,EMP031,PROV031
3236.56,1857,2025-05-24,EMP002,PROV012
833.83,1858,2025-09-26,EMP093,PROV043
4830.56,1859,2025-05-06,EMP042,PROV015
2864.06,1860,2025-01-18,EMP006,PROV048
3571.86,1861,2025-03-25,EMP012,PROV044
2052.69,1862,2025-08-14,EMP082,PROV034
226.39,1863,2025-04-29,EMP072,PROV044
1230.42,1864,2025-08-16,EMP072,PROV013
9318.36,1865,2025-04-21,EMP005,PROV048
7495.08,1866,2025-04-29,EMP052,PROV016
122.0,1867,2025-03-18,EMP067,PROV026
213.61,1868,2025-04-01,EMP079,PROV049
183.42,1869,2025-12-29,EMP097,PROV011
2831.13,1870,2025-06-29,EMP076,PROV019
4320.86,1871,2025-03-26,EMP092,PROV022
267.31,1872,2025-04-10,EMP009,PROV049
1027.32,1873,2025-07-09,EMP036,PROV004
4801.82,1874,2025-11-10,EMP061,PROV026
2921.48,1875,2025-07-04,EMP092,PROV001
1214.72,1876,2025-11-21,EMP009,PROV021
1515.99,1877,2025-09-06,EMP057,PROV038
1039.25,1878,2025-09-19,EMP070,PROV039
393.64,1879,2025-09-24,EMP058,PROV042
1349.1,1880,2025-09-22,EMP068,PROV016
2386.55,1881,2025-06-23,EMP058,PROV013
5580.15,1882,2025-03-07,EMP044,PROV042
1873.19,1883,2025-08-07,EMP086,PROV045
3328.46,1884,2025-01-08,EMP030,PROV010
209.0,1885,2025-04-24,EMP003,PROV042
837.75,1886,2025-07-17,EMP060,PROV047
104.39,1887,2025-05-10,EMP069,PROV043
311.43,1888,2025-03-15,EMP084,PROV042
2837.42,1889,2025-04-15,EMP041,PROV036
9629.86,1890,2025-10-13,EMP005,PROV033
157.89,1891,2025-04-23,EMP013,PROV036
635.31,1892,2025-12-11,EMP069,PROV040
3982.37,1893,2025-11-10,EMP017,PROV027
255.9,1894,2025-09-19,EMP035,PROV006
1288.75,1895,2025-11-14,EMP035,PROV038
2925.11,1896,2025-08-21,EMP035,PROV014
1705.97,1897,2025-09-02,EMP008,PROV006
237.71,1898,2025-04-22,EMP069,PROV023
513.77,1899,2025-02-25,EMP041,PROV022
3694.74,1900,2025-08-12,EMP040,PROV019
1283.67,1901,2025-07-27,EMP041,PROV043
102.44,1902,2025-08-03,EMP006,PROV041
3326.45,1903,2025-07-02,EMP003,PROV035
117.66,1904,2025-02-25,EMP057,PROV031
3100.76,1905,2025-06-08,EMP055,PROV030
254.07,1906,2025-08-13,EMP018,PROV034
8244.17,1907,2025-08-13,EMP087,PROV038
544.35,1908,2025-12-17,EMP028,PROV033
450.67,1909,2025-02-07,EMP058,PROV017
198.51,1910,2025-05-29,EMP032,PROV032
408.52,1911,2025-07-01,EMP064,PROV034
5666.33,1912,2025-11-28,EMP007,PROV008
9832.61,1913,2025-10-11,EMP005,PROV013
545.28,1914,2025-06-06,EMP078,PROV024
789.26,1915,2025-03-22,EMP031,PROV005
2780.62,1916,2025-04-04,EMP050,PROV026
5920.95,1917,2025-09-21,EMP055,PROV036
1534.93,1918,2025-04-29,EMP093,PROV010
606.81,1919,2025-06-27,EMP025,PROV006
668.72,1920,2025-03-17,EMP024,PROV002
2461.71,1921,2025-04-04,EMP080,PROV019
101.49,1922,2025-09-09,EMP013,PROV032
1734.52,1923,2025-05-29,EMP005,PROV003
514.03,1924,2025-01-10,EMP100,PROV036
3876.1,1925,2025-09-20,EMP056,PROV026
153.46,1926,2025-02-08,EMP068,PROV014
1501.08,1927,2025-06-20,EMP060,PROV017
916.11,1928,2025-04-04,EMP005,PROV042
1925.98,1929,2025-07-02,EMP084,PROV033
134.81,1930,2025-01-23,EMP070,PROV028
1445.33,1931,2025-10-11,EMP037,PROV002
1327.3,1932,2025-04-07,EMP001,PROV037
1322.27,1933,2025-02-24,EMP042,PROV039
1610.55,1934,2025-03-22,EMP059,PROV044
2253.91,1935,2025-05-28,EMP090,PROV025
4073.6,1936,2025-12-03,EMP035,PROV031
346.45,1937,2025-02-05,EMP024,PROV015
4467.85,1938,2025-02-11,EMP044,PROV007
992.0,1939,2025-02-14,EMP005,PROV047
142.6,1940,2025-03-23,EMP030,PROV047
130.95,1941,2025-09-26,EMP091,PROV038
466.1,1942,2025-03-25,EMP024,PROV019
3713.59,1943,2025-12-15,EMP072,PROV005
2602.33,1944,2025-06-24,EMP076,PROV007
3777.72,1945,2025-06-08,EMP090,PROV019
1082.77,1946,2025-09-22,EMP042,PROV001
759.27,1947,2025-02-06,EMP017,PROV002
197.2,1948,2025-02-11,EMP098,PROV020
453.3,1949,2025-07-17,EMP022,PROV050
737.97,1950,2025-07-25,EMP098,PROV035
150.38,1951,2025-04-16,EMP028,PROV022
276.2,1952,2025-01-21,EMP100,PROV009
1571.99,1953,2025-10-15,EMP007,PROV034
2960.24,1954,2025-09-09,EMP079,PROV036
9924.19,1955,2025-04-12,EMP005,PROV018
7348.97,1956,2025-03-10,EMP068,PROV029
1928.1,1957,2025-09-16,EMP092,PROV046
695.82,1958,2025-05-31,EMP053,PROV010
1872.21,1959,2025-02-12,EMP052,PROV010
3726.52,1960,2025-02-14,EMP078,PROV046
172.45,1961,2025-10-20,EMP006,PROV049
660.4,1962,2025-07-02,EMP032,PROV002
4781.94,1963,2025-12-18,EMP083,PROV022
585.69,1964,2025-11-30,EMP054,PROV004
1392.34,1965,2025-09-23,EMP028,PROV048
1498.09,1966,2025-08-11,EMP081,PROV029
233.86,1967,2025-11-26,EMP074,PROV004
530.24,1968,2025-10-17,EMP052,PROV008
466.68,1969,2025-03-12,EMP022,PROV026
112.82,1970,2025-04-16,EMP072,PROV013
111.78,1971,2025-10-10,EMP098,PROV019
4606.74,1972,2025-11-08,EMP084,PROV002
351.68,1973,2025-05-18,EMP082,PROV013
1086.82,1974,2025-04-06,EMP075,PROV047
395.78,1975,2025-05-26,EMP074,PROV045
7609.54,1976,2025-04-23,EMP057,PROV042
330.06,1977,2025-12-09,EMP098,PROV019
723.29,1978,2025-03-01,EMP044,PROV007
5564.94,1979,2025-08-30,EMP027,PROV001
4829.11,1980,2025-05-25,EMP027,PROV032
235.61,1981,2025-11-28,EMP014,PROV018
4029.83,1982,2025-02-16,EMP056,PROV011
824.85,1983,2025-05-06,EMP055,PROV005
924.57,1984,2025-03-01,EMP005,PROV009
184.91,1985,2025-01-30,EMP081,PROV048
144.94,1986,2025-02-19,EMP092,PROV036
2856.79,1987,2025-01-18,EMP081,PROV005
983.84,1988,2025-12-09,EMP005,PROV015
747.66,1989,2025-07-07,EMP070,PROV002
2877.51,1990,2025-05-16,EMP004,PROV048
3396.45,1991,2025-07-02,EMP055,PROV015
207.88,1992,2025-04-20,EMP067,PROV033
1661.31,1993,2025-08-15,EMP030,PROV016
186.51,1994,2025-10-25,EMP048,PROV014
3182.37,1995,2025-06-21,EMP082,PROV042
2060.2,1996,2025-07-23,EMP076,PROV037
8188.97,1997,2025-12-14,EMP052,PROV004
137.38,1998,2025-06-08,EMP003,PROV016
130.05,1999,2025-01-26,EMP089,PROV016
366.75,2000,2025-04-09,EMP062,PROV019
333.74,2001,2025-03-29,EMP019,PROV045
311.86,2002,2025-12-24,EMP063,PROV014
6493.95,2003,2025-11-07,EMP088,PROV009
315.57,2004,2025-12-06,EMP071,PROV036
349.86,2005,2025-09-03,EMP063,PROV049
3302.15,2006,2025-10-07,EMP035,PROV039
793.38,2007,2025-05-13,EMP078,PROV045
3576.19,2008,2025-05-09,EMP068,PROV031
135.12,2009,2025-03-01,EMP064,PROV011
944.37,2010,2025-08-06,EMP005,PROV018
116.74,2011,2025-11-21,EMP038,PROV010
133.45,2012,2025-09-23,EMP066,PROV028
6499.42,2013,2025-11-20,EMP018,PROV015
189.89,2014,2025-07-05,EMP038,PROV041
1161.02,2015,2025-05-11,EMP012,PROV015
664.04,2016,2025-02-02,EMP045,PROV037
495.09,2017,2025-01-16,EMP005,PROV032
6304.73,2018,2025-02-21,EMP061,PROV003
110.57,2019,2025-02-28,EMP012,PROV017
2126.08,2020,2025-05-29,EMP035,PROV029
8448.68,2021,2025-01-23,EMP012,PROV001
1319.28,2022,2025-01-04,EMP002,PROV024
7475.58,2023,2025-09-03,EMP008,PROV028
127.21,2024,2025-06-03,EMP058,PROV039
688.0,2025,2025-01-10,EMP039,PROV025
331.37,2026,2025-01-30,EMP028,PROV042
2894.96,2027,2025-12-17,EMP015,PROV038
9174.75,2028,2025-06-02,EMP005,PROV044
325.88,2029,2025-03-01,EMP036,PROV026
2033.99,2030,2025-10-04,EMP006,PROV013
249.0,2031,2025-10-24,EMP043,PROV031
1351.02,2032,2025-05-23,EMP091,PROV044
846.96,2033,2025-05-02,EMP078,PROV010
8790.44,2034,2025-06-22,EMP074,PROV014
1648.37,2035,2025-04-17,EMP006,PROV047
500.05,2036,2025-04-20,EMP078,PROV016
169.12,2037,2025-02-10,EMP092,PROV045
200.68,2038,2025-05-27,EMP017,PROV036
282.25,2039,2025-11-17,EMP053,PROV011
317.64,2040,2025-10-26,EMP073,PROV007
5026.11,2041,2025-10-21,EMP052,PROV036
1325.7,2042,2025-10-30,EMP071,PROV036
1113.73,2043,2025-05-28,EMP017,PROV044
169.64,2044,2025-09-11,EMP040,PROV038
5251.45,2045,2025-01-05,EMP088,PROV004
2790.16,2046,2025-10-13,EMP031,PROV049
136.56,2047,2025-10-17,EMP009,PROV024
2604.18,2048,2025-07-27,EMP010,PROV033
1222.01,2049,2025-09-17,EMP001,PROV044
145.7,2050,2025-01-25,EMP038,PROV033
825.28,2051,2025-04-03,EMP015,PROV036
931.95,2052,2025-02-15,EMP005,PROV025
214.56,2053,2025-09-14,EMP029,PROV036
7787.47,2054,2025-09-07,EMP066,PROV049
5011.3,2055,2025-02-09,EMP018,PROV008
2177.93,2056,2025-11-23,EMP012,PROV010
840.6,2057,2025-01-26,EMP053,PROV011
666.09,2058,2025-04-18,EMP059,PROV001
2004.23,2059,2025-01-01,EMP013,PROV037
