fecha,product_id,stock_inicial,entradas,salidas,stock_final
2025-07-27,129,86,0,9,77
2025-07-28,129,77,0,4,73
2025-07-29,129,73,0,5,68
2025-07-30,129,68,0,8,60
2025-07-31,129,60,0,9,51
2025-08-01,129,51,0,0,51
2025-08-02,129,51,0,9,42
2025-08-03,129,42,0,2,40
2025-08-04,129,40,0,8,32
2025-08-05,129,32,0,0,32
2025-08-06,129,32,0,6,26
2025-08-07,129,26,0,5,21
2025-08-08,129,21,0,7,14
2025-08-09,129,14,0,1,13
2025-08-10,129,13,0,2,11
2025-08-11,129,11,0,2,9
2025-08-12,129,9,0,1,8
2025-08-13,129,8,0,2,6
2025-08-14,129,6,0,3,3
2025-08-15,129,3,0,6,0
2025-08-16,129,0,0,6,0
2025-08-17,129,0,120,9,111
2025-08-18,129,111,0,4,107
2025-08-19,129,107,0,6,101
2025-08-20,129,101,0,3,98
2025-08-21,129,98,0,7,91
2025-08-22,129,91,0,8,83
2025-08-23,129,83,0,2,81
2025-08-24,129,81,0,6,75
2025-08-25,129,75,0,9,66
2025-08-26,129,66,0,8,58
2025-08-27,129,58,0,0,58
2025-08-28,129,58,0,1,57
2025-08-29,129,57,0,6,51
2025-08-30,129,51,0,1,50
2025-08-31,129,50,0,6,44
2025-09-01,129,44,0,0,44
2025-09-02,129,44,0,2,42
2025-09-03,129,42,0,4,38
2025-09-04,129,38,0,5,33
2025-09-05,129,33,0,8,25
2025-09-06,129,25,0,7,18
2025-09-07,129,18,120,3,135
2025-09-08,129,135,0,6,129
2025-09-09,129,129,0,5,124
2025-09-10,129,124,0,7,117
2025-09-11,129,117,0,5,112
2025-09-12,129,112,0,3,109
2025-09-13,129,109,0,1,108
2025-09-14,129,108,0,6,102
2025-09-15,129,102,0,3,99
2025-09-16,129,99,0,8,91
2025-09-17,129,91,0,8,83
2025-09-18,129,83,0,6,77
2025-09-19,129,77,0,4,73
2025-09-20,129,73,0,2,71
2025-09-21,129,71,0,2,69
2025-09-22,129,69,0,8,61
2025-09-23,129,61,0,8,53
2025-09-24,129,53,0,3,50
2025-09-25,129,50,0,0,50
2025-09-26,129,50,0,9,41
2025-09-27,129,41,0,4,37
2025-09-28,129,37,0,7,30
2025-09-29,129,30,0,3,27
2025-09-30,129,27,0,3,24
2025-10-01,129,24,0,8,16
2025-10-02,129,16,120,6,130
2025-10-03,129,130,0,9,121
2025-10-04,129,121,0,7,114
2025-10-05,129,114,0,3,111
2025-10-06,129,111,0,7,104
2025-10-07,129,104,0,5,99
2025-10-08,129,99,0,2,97
2025-10-09,129,97,0,6,91
2025-10-10,129,91,0,2,89
2025-10-11,129,89,0,6,83
2025-10-12,129,83,0,4,79
2025-10-13,129,79,0,3,76
2025-10-14,129,76,0,2,74
2025-10-15,129,74,0,7,67
2025-10-16,129,67,0,3,64
2025-10-17,129,64,0,7,57
2025-10-18,129,57,0,9,48
2025-10-19,129,48,0,2,46
2025-10-20,129,46,0,9,37
2025-10-21,129,37,120,5,152
2025-10-22,129,152,0,4,148
2025-10-23,129,148,0,4,144
2025-10-24,129,144,0,2,142
2025-10-25,129,142,0,1,141
2025-10-26,129,141,0,5,136
2025-10-27,129,136,0,0,136
2025-10-28,129,136,0,6,130
2025-10-29,129,130,0,4,126
2025-10-30,129,126,0,3,123
2025-10-31,129,123,0,8,115
2025-11-01,129,115,0,9,106
2025-11-02,129,106,0,0,106
2025-11-03,129,106,0,3,103
2025-11-04,129,103,0,2,101
2025-11-05,129,101,0,5,96
2025-11-06,129,96,0,4,92
2025-11-07,129,92,0,6,86
2025-11-08,129,86,0,0,86
2025-11-09,129,86,0,4,82
2025-11-10,129,82,0,1,81
2025-11-11,129,81,0,1,80
2025-11-12,129,80,0,1,79
2025-11-13,129,79,0,8,71
2025-11-14,129,71,0,9,62
2025-11-15,129,62,0,2,60
2025-11-16,129,60,0,3,57
2025-11-17,129,57,0,4,53
2025-11-18,129,53,0,3,50
2025-11-19,129,50,0,3,47
2025-11-20,129,47,0,4,43
2025-11-21,129,43,0,9,34
2025-11-22,129,34,120,8,146
2025-11-23,129,146,0,8,138
2025-11-24,129,138,0,5,133
2025-11-25,129,133,0,2,131
2025-11-26,129,131,0,5,126
2025-11-27,129,126,0,9,117
2025-11-28,129,117,0,3,114
2025-11-29,129,114,0,2,112
2025-11-30,129,112,0,5,107
2025-12-01,129,107,0,5,102
2025-12-02,129,102,0,1,101
2025-12-03,129,101,0,8,93
2025-12-04,129,93,0,7,86
2025-12-05,129,86,0,5,81
2025-12-06,129,81,0,0,81
2025-12-07,129,81,0,1,80
2025-12-08,129,80,0,3,77
2025-12-09,129,77,0,6,71
2025-12-10,129,71,0,8,63
2025-12-11,129,63,0,9,54
2025-12-12,129,54,0,4,50
2025-12-13,129,50,0,9,41
2025-12-14,129,41,0,1,40
2025-12-15,129,40,0,0,40
2025-12-16,129,40,0,9,31
2025-12-17,129,31,0,0,31
2025-12-18,129,31,0,6,25
2025-12-19,129,25,120,7,138
2025-12-20,129,138,0,0,138
2025-12-21,129,138,0,4,134
2025-12-22,129,134,0,5,129
2025-12-23,129,129,0,5,124
2025-12-24,129,124,0,3,121
2025-12-25,129,121,0,0,121
2025-12-26,129,121,0,2,119
2025-12-27,129,119,0,9,110
2025-12-28,129,110,0,3,107
2025-12-29,129,107,0,3,104
2025-12-30,129,104,0,3,101
2025-12-31,129,101,0,4,97
2026-01-01,129,97,0,8,89
2026-01-02,129,89,0,3,86
2026-01-03,129,86,0,8,78
2026-01-04,129,78,0,8,70
2026-01-05,129,70,0,0,70
2026-01-06,129,70,0,4,66
2026-01-07,129,66,0,8,58
2026-01-08,129,58,0,3,55
2026-01-09,129,55,0,4,51
2026-01-10,129,51,0,3,48
2026-01-11,129,48,0,1,47
2026-01-12,129,47,0,9,38
2026-01-13,129,38,0,1,37
2026-01-14,129,37,0,0,37
2026-01-15,129,37,0,9,28
2026-01-16,129,28,0,0,28
2026-01-17,129,28,0,8,20
2026-01-18,129,20,0,7,13
2026-01-19,129,13,0,6,7
2026-01-20,129,7,0,9,0
2026-01-21,129,0,0,2,0
2026-01-22,129,0,0,5,0
2026-01-23,129,0,0,5,0
2026-01-24,129,0,0,8,0
2026-01-25,129,0,0,1,0
2026-01-26,129,0,0,4,0
2026-01-27,129,0,0,8,0
2026-01-28,129,0,0,1,0
2026-01-29,129,0,0,2,0
2026-01-30,129,0,0,7,0
2026-01-31,129,0,0,6,0
2026-02-01,129,0,0,5,0
2026-02-02,129,0,0,3,0
2026-02-03,129,0,0,4,0
2026-02-04,129,0,0,6,0
2026-02-05,129,0,0,9,0
2026-02-06,129,0,0,1,0
2026-02-07,129,0,0,9,0
2026-02-08,129,0,0,9,0
2026-02-09,129,0,120,5,115
2026-02-10,129,115,0,5,110
2026-02-11,129,110,0,0,110
2026-02-12,129,110,0,6,104
2026-02-13,129,104,0,6,98
2026-02-14,129,98,0,9,89
2026-02-15,129,89,0,8,81
2026-02-16,129,81,0,6,75
2026-02-17,129,75,0,7,68
2026-02-18,129,68,0,3,65
2026-02-19,129,65,0,8,57
2026-02-20,129,57,0,0,57
2026-02-21,129,57,0,7,50
2026-02-22,129,50,0,2,48
2026-02-23,129,48,0,0,48
2026-02-24,129,48,0,1,47
2026-02-25,129,47,0,5,42
2026-02-26,129,42,0,4,38
2026-02-27,129,38,0,8,30
2026-02-28,129,30,0,2,28
2026-03-01,129,28,0,4,24
2026-03-02,129,24,0,8,16
2026-03-03,129,16,0,2,14
2026-03-04,129,14,0,2,12
2026-03-05,129,12,0,8,4
2026-03-06,129,4,0,8,0
2026-03-07,129,0,0,8,0
2026-03-08,129,0,120,0,120
2026-03-09,129,120,0,5,115
2026-03-10,129,115,0,7,108
2026-03-11,129,108,0,4,104
2026-03-12,129,104,0,4,100
2026-03-13,129,100,0,0,100
2026-03-14,129,100,0,0,100
2026-03-15,129,100,0,7,93
2026-03-16,129,93,0,4,89
2026-03-17,129,89,0,7,82
2026-03-18,129,82,0,9,73
2026-03-19,129,73,0,1,72
2026-03-20,129,72,0,3,69
2026-03-21,129,69,0,9,60
2026-03-22,129,60,0,8,52
2026-03-23,129,52,0,2,50
2026-03-24,129,50,0,5,45
2026-03-25,129,45,0,6,39
2026-03-26,129,39,0,1,38
2026-03-27,129,38,0,9,29
2026-03-28,129,29,0,0,29
2026-03-29,129,29,0,9,20
2026-03-30,129,20,0,5,15
2026-03-31,129,15,0,6,9
2026-04-01,129,9,0,9,0
2026-04-02,129,0,0,7,0
2026-04-03,129,0,0,2,0
2026-04-04,129,0,0,3,0
2026-04-05,129,0,0,9,0
2026-04-06,129,0,0,1,0
2026-04-07,129,0,0,0,0
2026-04-08,129,0,0,6,0
2026-04-09,129,0,120,1,119
2025-01-01,130,108,0,7,101
2025-01-02,130,101,0,3,98
2025-01-03,130,98,0,3,95
2025-01-04,130,95,0,1,94
2025-01-05,130,94,0,0,94
2025-01-06,130,94,0,0,94
2025-01-07,130,94,0,2,92
2025-01-08,130,92,0,5,87
2025-01-09,130,87,0,6,81
2025-01-10,130,81,0,8,73
2025-01-11,130,73,0,4,69
2025-01-12,130,69,0,8,61
2025-01-13,130,61,0,7,54
2025-01-14,130,54,0,0,54
2025-01-15,130,54,0,2,52
2025-01-16,130,52,0,7,45
2025-01-17,130,45,0,8,37
2025-01-18,130,37,0,5,32
2025-01-19,130,32,0,8,24
2025-01-20,130,24,0,2,22
2025-01-21,130,22,0,1,21
2025-01-22,130,21,0,7,14
2025-01-23,130,14,0,0,14
2025-01-24,130,14,0,0,14
2025-01-25,130,14,0,1,13
2025-01-26,130,13,0,8,5
2025-01-27,130,5,0,3,2
2025-01-28,130,2,0,7,0
2025-01-29,130,0,0,6,0
2025-01-30,130,0,120,8,112
2025-01-31,130,112,0,9,103
2025-02-01,130,103,0,6,97
2025-02-02,130,97,0,1,96
2025-02-03,130,96,0,0,96
2025-02-04,130,96,0,0,96
2025-02-05,130,96,0,6,90
2025-02-06,130,90,0,4,86
2025-02-07,130,86,0,3,83
2025-02-08,130,83,0,4,79
2025-02-09,130,79,0,9,70
2025-02-10,130,70,0,9,61
2025-02-11,130,61,0,5,56
2025-02-12,130,56,0,9,47
2025-02-13,130,47,0,5,42
2025-02-14,130,42,0,0,42
2025-02-15,130,42,0,1,41
2025-02-16,130,41,0,2,39
2025-02-17,130,39,0,8,31
2025-02-18,130,31,0,7,24
2025-02-19,130,24,0,8,16
2025-02-20,130,16,0,5,11
2025-02-21,130,11,0,9,2
2025-02-22,130,2,0,7,0
2025-02-23,130,0,0,7,0
2025-02-24,130,0,0,8,0
2025-02-25,130,0,0,8,0
2025-02-26,130,0,0,6,0
2025-02-27,130,0,0,4,0
2025-02-28,130,0,0,0,0
2025-03-01,130,0,0,5,0
2025-03-02,130,0,0,9,0
2025-03-03,130,0,0,7,0
2025-03-04,130,0,0,0,0
2025-03-05,130,0,0,8,0
2025-03-06,130,0,0,7,0
2025-03-07,130,0,0,8,0
2025-03-08,130,0,0,0,0
2025-03-09,130,0,0,7,0
2025-03-10,130,0,0,3,0
2025-03-11,130,0,0,8,0
2025-03-12,130,0,0,7,0
2025-03-13,130,0,0,1,0
2025-03-14,130,0,120,0,120
2025-03-15,130,120,0,3,117
2025-03-16,130,117,0,4,113
2025-03-17,130,113,0,1,112
2025-03-18,130,112,0,2,110
2025-03-19,130,110,0,5,105
2025-03-20,130,105,0,5,100
2025-03-21,130,100,0,6,94
2025-03-22,130,94,0,8,86
2025-03-23,130,86,0,3,83
2025-03-24,130,83,0,4,79
2025-03-25,130,79,0,1,78
2025-03-26,130,78,0,5,73
2025-03-27,130,73,0,3,70
2025-03-28,130,70,0,4,66
2025-03-29,130,66,0,6,60
2025-03-30,130,60,0,5,55
2025-03-31,130,55,0,7,48
2025-04-01,130,48,0,5,43
2025-04-02,130,43,0,9,34
2025-04-03,130,34,0,3,31
2025-04-04,130,31,0,2,29
2025-04-05,130,29,0,8,21
2025-04-06,130,21,0,1,20
2025-04-07,130,20,0,9,11
2025-04-08,130,11,0,0,11
2025-04-09,130,11,0,0,11
2025-04-10,130,11,0,0,11
2025-04-11,130,11,0,6,5
2025-04-12,130,5,0,4,1
2025-04-13,130,1,0,1,0
2025-04-14,130,0,0,8,0
2025-04-15,130,0,0,9,0
2025-04-16,130,0,0,8,0
2025-04-17,130,0,120,5,115
2025-04-18,130,115,0,6,109
2025-04-19,130,109,0,7,102
2025-04-20,130,102,0,4,98
2025-04-21,130,98,0,2,96
2025-04-22,130,96,0,2,94
2025-04-23,130,94,0,1,93
2025-04-24,130,93,0,7,86
2025-04-25,130,86,0,0,86
2025-04-26,130,86,0,7,79
2025-04-27,130,79,0,2,77
2025-04-28,130,77,0,8,69
2025-04-29,130,69,0,1,68
2025-04-30,130,68,0,9,59
2025-05-01,130,59,0,8,51
2025-05-02,130,51,0,5,46
2025-05-03,130,46,0,0,46
2025-05-04,130,46,0,4,42
2025-05-05,130,42,0,9,33
2025-05-06,130,33,0,5,28
2025-05-07,130,28,120,0,148
2025-05-08,130,148,0,4,144
2025-05-09,130,144,0,1,143
2025-05-10,130,143,0,7,136
2025-05-11,130,136,0,3,133
2025-05-12,130,133,0,0,133
2025-05-13,130,133,0,9,124
2025-05-14,130,124,0,6,118
2025-05-15,130,118,0,1,117
2025-05-16,130,117,0,2,115
2025-05-17,130,115,0,8,107
2025-05-18,130,107,0,8,99
2025-05-19,130,99,0,1,98
2025-05-20,130,98,0,2,96
2025-05-21,130,96,0,8,88
2025-05-22,130,88,0,0,88
2025-05-23,130,88,0,1,87
2025-05-24,130,87,0,1,86
2025-05-25,130,86,0,9,77
2025-05-26,130,77,0,2,75
2025-05-27,130,75,0,9,66
2025-05-28,130,66,0,2,64
2025-05-29,130,64,0,9,55
2025-05-30,130,55,0,1,54
2025-05-31,130,54,0,7,47
2025-06-01,130,47,0,7,40
2025-06-02,130,40,0,7,33
2025-06-03,130,33,0,8,25
2025-06-04,130,25,0,4,21
2025-06-05,130,21,0,8,13
2025-06-06,130,13,0,8,5
2025-06-07,130,5,120,1,124
2025-06-08,130,124,0,0,124
2025-06-09,130,124,0,2,122
2025-06-10,130,122,0,4,118
2025-06-11,130,118,0,6,112
2025-06-12,130,112,0,9,103
2025-06-13,130,103,0,9,94
2025-06-14,130,94,0,2,92
2025-06-15,130,92,0,8,84
2025-06-16,130,84,0,9,75
2025-06-17,130,75,0,3,72
2025-06-18,130,72,0,9,63
2025-06-19,130,63,0,1,62
2025-06-20,130,62,0,2,60
2025-06-21,130,60,0,4,56
2025-06-22,130,56,0,2,54
2025-06-23,130,54,0,4,50
2025-06-24,130,50,0,3,47
2025-06-25,130,47,0,9,38
2025-06-26,130,38,0,5,33
2025-06-27,130,33,0,3,30
2025-06-28,130,30,0,4,26
2025-06-29,130,26,0,4,22
2025-06-30,130,22,0,3,19
2025-07-01,130,19,0,2,17
2025-07-02,130,17,0,6,11
2025-07-03,130,11,0,3,8
2025-07-04,130,8,0,1,7
2025-07-05,130,7,0,0,7
2025-07-06,130,7,120,6,121
2025-07-07,130,121,0,8,113
2025-07-08,130,113,0,1,112
2025-07-09,130,112,0,5,107
2025-07-10,130,107,0,2,105
2025-07-11,130,105,0,4,101
2025-07-12,130,101,0,8,93
2025-07-13,130,93,0,2,91
2025-07-14,130,91,0,0,91
2025-07-15,130,91,0,4,87
2025-07-16,130,87,0,0,87
2025-07-17,130,87,0,7,80
2025-07-18,130,80,0,6,74
2025-07-19,130,74,0,1,73
2025-07-20,130,73,0,8,65
2025-07-21,130,65,0,4,61
2025-07-22,130,61,0,6,55
2025-07-23,130,55,0,3,52
2025-07-24,130,52,0,0,52
2025-07-25,130,52,0,7,45
2025-07-26,130,45,0,0,45
2025-07-27,130,45,0,2,43
2025-07-28,130,43,0,5,38
2025-07-29,130,38,0,1,37
2025-07-30,130,37,0,3,34
2025-07-31,130,34,0,1,33
2025-08-01,130,33,0,6,27
2025-08-02,130,27,0,2,25
2025-08-03,130,25,0,8,17
2025-08-04,130,17,0,0,17
2025-08-05,130,17,0,4,13
2025-08-06,130,13,0,7,6
2025-08-07,130,6,0,1,5
2025-08-08,130,5,0,7,0
2025-08-09,130,0,0,2,0
2025-08-10,130,0,0,5,0
2025-08-11,130,0,120,6,114
2025-08-12,130,114,0,2,112
2025-08-13,130,112,0,7,105
2025-08-14,130,105,0,7,98
2025-08-15,130,98,0,8,90
2025-08-16,130,90,0,7,83
2025-08-17,130,83,0,2,81
2025-08-18,130,81,0,5,76
2025-08-19,130,76,0,8,68
2025-08-20,130,68,0,0,68
2025-08-21,130,68,0,2,66
2025-08-22,130,66,0,1,65
2025-08-23,130,65,0,7,58
2025-08-24,130,58,0,5,53
2025-08-25,130,53,0,9,44
2025-08-26,130,44,0,7,37
2025-08-27,130,37,0,5,32
2025-08-28,130,32,0,8,24
2025-08-29,130,24,0,2,22
2025-08-30,130,22,0,0,22
2025-08-31,130,22,120,5,137
2025-09-01,130,137,0,1,136
2025-09-02,130,136,0,2,134
2025-09-03,130,134,0,7,127
2025-09-04,130,127,0,0,127
2025-09-05,130,127,0,5,122
2025-09-06,130,122,0,2,120
2025-09-07,130,120,0,5,115
2025-09-08,130,115,0,2,113
2025-09-09,130,113,0,7,106
2025-09-10,130,106,0,4,102
2025-09-11,130,102,0,3,99
2025-09-12,130,99,0,8,91
2025-09-13,130,91,0,4,87
2025-09-14,130,87,0,3,84
2025-09-15,130,84,0,7,77
2025-09-16,130,77,0,7,70
2025-09-17,130,70,0,7,63
2025-09-18,130,63,0,3,60
2025-09-19,130,60,0,0,60
2025-09-20,130,60,0,1,59
2025-09-21,130,59,0,3,56
2025-09-22,130,56,0,9,47
2025-09-23,130,47,0,1,46
2025-09-24,130,46,0,9,37
2025-09-25,130,37,0,2,35
2025-09-26,130,35,0,8,27
2025-09-27,130,27,0,8,19
2025-09-28,130,19,0,3,16
2025-09-29,130,16,0,7,9
2025-09-30,130,9,0,9,0
2025-10-01,130,0,0,7,0
2025-10-02,130,0,0,9,0
2025-10-03,130,0,0,4,0
2025-10-04,130,0,0,1,0
2025-10-05,130,0,0,1,0
2025-10-06,130,0,0,9,0
2025-10-07,130,0,0,7,0
2025-10-08,130,0,0,4,0
2025-10-09,130,0,0,2,0
2025-10-10,130,0,0,7,0
2025-10-11,130,0,0,3,0
2025-10-12,130,0,0,7,0
2025-10-13,130,0,0,8,0
2025-10-14,130,0,0,8,0
2025-10-15,130,0,0,2,0
2025-10-16,130,0,0,6,0
2025-10-17,130,0,0,9,0
2025-10-18,130,0,0,3,0
2025-10-19,130,0,0,6,0
2025-10-20,130,0,0,4,0
2025-10-21,130,0,0,3,0
2025-10-22,130,0,0,9,0
2025-10-23,130,0,0,0,0
2025-10-24,130,0,0,7,0
2025-10-25,130,0,0,2,0
2025-10-26,130,0,120,6,114
2025-10-27,130,114,0,5,109
2025-10-28,130,109,0,1,108
2025-10-29,130,108,0,1,107
2025-10-30,130,107,0,9,98
2025-10-31,130,98,0,6,92
2025-11-01,130,92,0,8,84
2025-11-02,130,84,0,8,76
2025-11-03,130,76,0,6,70
2025-11-04,130,70,0,7,63
2025-11-05,130,63,0,9,54
2025-11-06,130,54,0,2,52
2025-11-07,130,52,0,0,52
2025-11-08,130,52,0,6,46
2025-11-09,130,46,0,7,39
2025-11-10,130,39,0,8,31
2025-11-11,130,31,0,8,23
2025-11-12,130,23,0,2,21
2025-11-13,130,21,0,1,20
2025-11-14,130,20,0,2,18
2025-11-15,130,18,0,3,15
2025-11-16,130,15,0,9,6
2025-11-17,130,6,0,5,1
2025-11-18,130,1,0,1,0
2025-11-19,130,0,0,6,0
2025-11-20,130,0,0,8,0
2025-11-21,130,0,0,7,0
2025-11-22,130,0,0,1,0
2025-11-23,130,0,0,3,0
2025-11-24,130,0,0,0,0
2025-11-25,130,0,0,1,0
2025-11-26,130,0,0,0,0
2025-11-27,130,0,0,2,0
2025-11-28,130,0,0,8,0
2025-11-29,130,0,0,5,0
2025-11-30,130,0,0,6,0
2025-12-01,130,0,0,3,0
2025-12-02,130,0,0,3,0
2025-12-03,130,0,0,5,0
2025-12-04,130,0,0,3,0
2025-12-05,130,0,0,0,0
2025-12-06,130,0,0,6,0
2025-12-07,130,0,0,0,0
2025-12-08,130,0,0,2,0
2025-12-09,130,0,0,4,0
2025-12-10,130,0,0,7,0
2025-12-11,130,0,0,8,0
2025-12-12,130,0,0,9,0
2025-12-13,130,0,0,9,0
2025-12-14,130,0,0,0,0
2025-12-15,130,0,0,6,0
2025-12-16,130,0,0,3,0
2025-12-17,130,0,0,9,0
2025-12-18,130,0,0,7,0
2025-12-19,130,0,120,2,118
2025-12-20,130,118,0,8,110
2025-12-21,130,110,0,9,101
2025-12-22,130,101,0,2,99
2025-12-23,130,99,0,9,90
2025-12-24,130,90,0,7,83
2025-12-25,130,83,0,0,83
2025-12-26,130,83,0,3,80
2025-12-27,130,80,0,3,77
2025-12-28,130,77,0,5,72
2025-12-29,130,72,0,1,71
2025-12-30,130,71,0,6,65
2025-12-31,130,65,0,4,61
2026-01-01,130,61,0,9,52
2026-01-02,130,52,0,5,47
2026-01-03,130,47,0,5,42
2026-01-04,130,42,0,5,37
2026-01-05,130,37,0,7,30
2026-01-06,130,30,0,3,27
2026-01-07,130,27,0,8,19
2026-01-08,130,19,0,3,16
2026-01-09,130,16,0,0,16
2026-01-10,130,16,0,0,16
2026-01-11,130,16,0,0,16
2026-01-12,130,16,0,1,15
2026-01-13,130,15,0,0,15
2026-01-14,130,15,120,6,129
2026-01-15,130,129,0,2,127
2026-01-16,130,127,0,7,120
2026-01-17,130,120,0,4,116
2026-01-18,130,116,0,4,112
2026-01-19,130,112,0,4,108
2026-01-20,130,108,0,7,101
2026-01-21,130,101,0,1,100
2026-01-22,130,100,0,1,99
2026-01-23,130,99,0,7,92
2026-01-24,130,92,0,8,84
2026-01-25,130,84,0,9,75
2026-01-26,130,75,0,9,66
2026-01-27,130,66,0,1,65
2026-01-28,130,65,0,3,62
2026-01-29,130,62,0,7,55
2026-01-30,130,55,0,1,54
2026-01-31,130,54,0,3,51
2026-02-01,130,51,0,9,42
2026-02-02,130,42,0,0,42
2026-02-03,130,42,0,1,41
2026-02-04,130,41,0,6,35
2026-02-05,130,35,0,0,35
2026-02-06,130,35,120,6,149
2026-02-07,130,149,0,3,146
2026-02-08,130,146,0,4,142
2026-02-09,130,142,0,3,139
2026-02-10,130,139,0,3,136
2026-02-11,130,136,0,8,128
2026-02-12,130,128,0,5,123
2026-02-13,130,123,0,2,121
2026-02-14,130,121,0,5,116
2026-02-15,130,116,0,6,110
2026-02-16,130,110,0,6,104
2026-02-17,130,104,0,7,97
2026-02-18,130,97,0,3,94
2026-02-19,130,94,0,0,94
2026-02-20,130,94,0,5,89
2026-02-21,130,89,0,7,82
2026-02-22,130,82,0,4,78
2026-02-23,130,78,0,2,76
2026-02-24,130,76,0,3,73
2026-02-25,130,73,0,7,66
2026-02-26,130,66,0,5,61
2026-02-27,130,61,0,4,57
2026-02-28,130,57,0,8,49
2026-03-01,130,49,0,9,40
2026-03-02,130,40,0,2,38
2026-03-03,130,38,0,3,35
2026-03-04,130,35,0,2,33
2026-03-05,130,33,0,0,33
2026-03-06,130,33,120,4,149
2026-03-07,130,149,0,3,146
2026-03-08,130,146,0,8,138
2026-03-09,130,138,0,8,130
2026-03-10,130,130,0,1,129
2026-03-11,130,129,0,2,127
2026-03-12,130,127,0,2,125
2026-03-13,130,125,0,4,121
2026-03-14,130,121,0,2,119
2026-03-15,130,119,0,9,110
2026-03-16,130,110,0,5,105
2026-03-17,130,105,0,1,104
2026-03-18,130,104,0,5,99
2026-03-19,130,99,0,5,94
2026-03-20,130,94,0,1,93
2026-03-21,130,93,0,5,88
2026-03-22,130,88,0,5,83
2026-03-23,130,83,0,5,78
2026-03-24,130,78,0,4,74
2026-03-25,130,74,0,6,68
2026-03-26,130,68,0,4,64
2026-03-27,130,64,0,0,64
2026-03-28,130,64,0,8,56
2026-03-29,130,56,0,2,54
2026-03-30,130,54,0,1,53
2026-03-31,130,53,0,9,44
2026-04-01,130,44,0,5,39
2026-04-02,130,39,0,3,36
2026-04-03,130,36,0,8,28
2026-04-04,130,28,0,1,27
2026-04-05,130,27,0,4,23
2026-04-06,130,23,0,6,17
2026-04-07,130,17,0,1,16
2026-04-08,130,16,0,5,11
2026-04-09,130,11,0,3,8
2025-01-01,131,65,0,5,60
2025-01-02,131,60,0,6,54
2025-01-03,131,54,0,9,45
2025-01-04,131,45,0,4,41
2025-01-05,131,41,0,7,34
2025-01-06,131,34,0,3,31
2025-01-07,131,31,0,5,26
2025-01-08,131,26,0,5,21
2025-01-09,131,21,0,6,15
2025-01-10,131,15,0,0,15
2025-01-11,131,15,0,5,10
2025-01-12,131,10,120,5,125
2025-01-13,131,125,0,4,121
2025-01-14,131,121,0,5,116
2025-01-15,131,116,0,2,114
2025-01-16,131,114,0,8,106
2025-01-17,131,106,0,4,102
2025-01-18,131,102,0,1,101
2025-01-19,131,101,0,9,92
2025-01-20,131,92,0,9,83
2025-01-21,131,83,0,6,77
2025-01-22,131,77,0,2,75
2025-01-23,131,75,0,0,75
2025-01-24,131,75,0,2,73
2025-01-25,131,73,0,8,65
2025-01-26,131,65,0,4,61
2025-01-27,131,61,0,6,55
2025-01-28,131,55,0,2,53
2025-01-29,131,53,0,3,50
2025-01-30,131,50,0,0,50
2025-01-31,131,50,0,2,48
2025-02-01,131,48,0,6,42
2025-02-02,131,42,0,3,39
2025-02-03,131,39,0,4,35
2025-02-04,131,35,120,4,151
2025-02-05,131,151,0,1,150
2025-02-06,131,150,0,5,145
2025-02-07,131,145,0,9,136
2025-02-08,131,136,0,3,133
2025-02-09,131,133,0,0,133
2025-02-10,131,133,0,2,131
2025-02-11,131,131,0,8,123
2025-02-12,131,123,0,9,114
2025-02-13,131,114,0,6,108
2025-02-14,131,108,0,5,103
2025-02-15,131,103,0,0,103
2025-02-16,131,103,0,8,95
2025-02-17,131,95,0,8,87
2025-02-18,131,87,0,0,87
2025-02-19,131,87,0,5,82
2025-02-20,131,82,0,6,76
2025-02-21,131,76,0,1,75
2025-02-22,131,75,0,9,66
2025-02-23,131,66,0,7,59
2025-02-24,131,59,0,7,52
2025-02-25,131,52,0,5,47
2025-02-26,131,47,0,8,39
2025-02-27,131,39,0,1,38
2025-02-28,131,38,0,5,33
2025-03-01,131,33,0,4,29
2025-03-02,131,29,0,1,28
2025-03-03,131,28,0,6,22
2025-03-04,131,22,0,3,19
2025-03-05,131,19,0,0,19
2025-03-06,131,19,0,3,16
2025-03-07,131,16,0,5,11
2025-03-08,131,11,0,6,5
2025-03-09,131,5,0,8,0
2025-03-10,131,0,0,3,0
2025-03-11,131,0,0,8,0
2025-03-12,131,0,0,2,0
2025-03-13,131,0,0,3,0
2025-03-14,131,0,0,1,0
2025-03-15,131,0,0,5,0
2025-03-16,131,0,0,1,0
2025-03-17,131,0,0,0,0
2025-03-18,131,0,0,4,0
2025-03-19,131,0,0,8,0
2025-03-20,131,0,120,1,119
2025-03-21,131,119,0,0,119
2025-03-22,131,119,0,0,119
2025-03-23,131,119,0,7,112
2025-03-24,131,112,0,9,103
2025-03-25,131,103,0,9,94
2025-03-26,131,94,0,9,85
2025-03-27,131,85,0,1,84
2025-03-28,131,84,0,8,76
2025-03-29,131,76,0,8,68
2025-03-30,131,68,0,1,67
2025-03-31,131,67,0,2,65
2025-04-01,131,65,0,1,64
2025-04-02,131,64,0,5,59
2025-04-03,131,59,0,6,53
2025-04-04,131,53,0,5,48
2025-04-05,131,48,0,2,46
2025-04-06,131,46,0,2,44
2025-04-07,131,44,0,1,43
2025-04-08,131,43,0,1,42
2025-04-09,131,42,0,4,38
2025-04-10,131,38,0,7,31
