Fecha,ID_Producto,ID_Almacen,Tipo_Movimiento,Cantidad
2025-03-19,PROD003,ALM03,Salida,24
2025-03-19,PROD008,ALM01,Salida,3
2025-03-19,PROD046,ALM01,Salida,14
2025-03-19,PROD049,ALM01,Salida,1
2025-03-19,PROD016,ALM02,Salida,16
2025-03-19,PROD028,ALM02,Salida,7
2025-03-19,PROD007,ALM01,Salida,16
2025-03-19,PROD007,ALM01,Salida,14
2025-03-19,PROD020,ALM03,Salida,13
2025-03-19,PROD026,ALM03,Entrada,167
2025-03-19,PROD030,ALM01,Salida,12
2025-03-19,PROD033,ALM01,Salida,12
2025-03-19,PROD044,ALM02,Salida,2
2025-03-19,PROD036,ALM02,Salida,16
2025-03-20,PROD013,ALM03,Devolución,15
2025-03-20,PROD002,ALM03,Salida,16
2025-03-20,PROD012,ALM02,Devolución,23
2025-03-20,PROD016,ALM03,Salida,14
2025-03-20,PROD006,ALM01,Salida,14
2025-03-20,PROD018,ALM03,Salida,22
2025-03-20,PROD040,ALM03,Salida,21
2025-03-20,PROD006,ALM03,Salida,19
2025-03-20,PROD048,ALM03,Salida,5
2025-03-20,PROD015,ALM03,Salida,11
2025-03-20,PROD037,ALM01,Entrada,122
2025-03-20,PROD017,ALM02,Salida,6
2025-03-20,PROD011,ALM02,Entrada,248
2025-03-20,PROD035,ALM03,Salida,24
2025-03-20,PROD010,ALM02,Devolución,14
2025-03-20,PROD034,ALM01,Salida,14
2025-03-20,PROD017,ALM03,Salida,17
2025-03-20,PROD001,ALM03,Salida,19
2025-03-20,PROD034,ALM02,Salida,13
2025-03-21,PROD018,ALM01,Salida,4
2025-03-21,PROD017,ALM02,Entrada,111
2025-03-21,PROD011,ALM03,Salida,8
2025-03-21,PROD009,ALM02,Entrada,239
2025-03-21,PROD036,ALM02,Salida,11
2025-03-21,PROD008,ALM01,Salida,16
2025-03-21,PROD048,ALM02,Salida,14
2025-03-21,PROD021,ALM02,Salida,22
2025-03-21,PROD024,ALM03,Entrada,119
2025-03-21,PROD026,ALM02,Salida,1
2025-03-21,PROD022,ALM02,Salida,12
2025-03-21,PROD017,ALM03,Devolución,6
2025-03-21,PROD010,ALM01,Salida,24
2025-03-21,PROD039,ALM01,Salida,21
2025-03-21,PROD028,ALM01,Salida,24
2025-03-21,PROD048,ALM02,Salida,12
2025-03-21,PROD042,ALM02,Entrada,209
2025-03-21,PROD023,ALM02,Salida,11
2025-03-21,PROD023,ALM01,Salida,8
2025-03-21,PROD040,ALM01,Salida,7
2025-03-21,PROD047,ALM01,Salida,18
2025-03-21,PROD035,ALM03,Salida,20
2025-03-21,PROD018,ALM02,Salida,22
2025-03-21,PROD030,ALM01,Salida,8
2025-03-21,PROD049,ALM03,Entrada,279
2025-03-21,PROD033,ALM03,Salida,4
2025-03-21,PROD042,ALM03,Salida,4
2025-03-21,PROD023,ALM03,Salida,19
2025-03-21,PROD012,ALM02,Salida,1
2025-03-21,PROD018,ALM01,Entrada,235
2025-03-22,PROD013,ALM03,Salida,22
2025-03-22,PROD012,ALM02,Salida,8
2025-03-22,PROD018,ALM01,Entrada,255
2025-03-22,PROD002,ALM03,Salida,12
2025-03-22,PROD012,ALM03,Salida,24
2025-03-22,PROD032,ALM03,Salida,9
2025-03-22,PROD011,ALM02,Salida,5
2025-03-22,PROD046,ALM02,Salida,9
2025-03-22,PROD007,ALM03,Salida,24
2025-03-22,PROD036,ALM01,Salida,16
2025-03-22,PROD011,ALM02,Salida,4
2025-03-22,PROD029,ALM01,Devolución,23
2025-03-22,PROD049,ALM03,Salida,13
2025-03-22,PROD023,ALM03,Salida,13
2025-03-22,PROD040,ALM03,Salida,4
2025-03-22,PROD044,ALM02,Entrada,252
2025-03-22,PROD033,ALM01,Salida,16
2025-03-22,PROD028,ALM03,Salida,22
2025-03-22,PROD034,ALM01,Entrada,209
2025-03-22,PROD048,ALM02,Salida,13
2025-03-22,PROD038,ALM01,Salida,10
2025-03-22,PROD041,ALM01,Salida,24
2025-03-22,PROD043,ALM01,Devolución,10
2025-03-22,PROD005,ALM01,Salida,15
2025-03-22,PROD010,ALM02,Salida,19
2025-03-23,PROD040,ALM01,Devolución,16
2025-03-23,PROD036,ALM01,Salida,2
2025-03-23,PROD018,ALM03,Salida,21
2025-03-23,PROD034,ALM01,Devolución,23
2025-03-23,PROD045,ALM02,Salida,9
2025-03-23,PROD016,ALM01,Salida,10
2025-03-23,PROD039,ALM02,Salida,1
2025-03-23,PROD024,ALM03,Entrada,190
2025-03-23,PROD039,ALM02,Salida,22
2025-03-23,PROD023,ALM02,Salida,6
2025-03-23,PROD009,ALM03,Entrada,158
2025-03-23,PROD024,ALM03,Salida,17
2025-03-23,PROD031,ALM03,Salida,15
2025-03-24,PROD034,ALM03,Salida,11
2025-03-24,PROD047,ALM01,Devolución,16
2025-03-24,PROD016,ALM02,Salida,4
2025-03-24,PROD003,ALM02,Salida,4
2025-03-24,PROD050,ALM03,Salida,18
2025-03-24,PROD021,ALM03,Salida,12
2025-03-24,PROD020,ALM03,Salida,23
2025-03-24,PROD037,ALM01,Salida,16
2025-03-24,PROD037,ALM01,Salida,18
2025-03-24,PROD018,ALM02,Salida,13
2025-03-24,PROD020,ALM03,Entrada,199
2025-03-24,PROD044,ALM01,Salida,7
2025-03-24,PROD002,ALM01,Salida,2
2025-03-24,PROD041,ALM01,Entrada,141
2025-03-24,PROD010,ALM02,Entrada,221
2025-03-24,PROD021,ALM01,Salida,19
2025-03-24,PROD014,ALM01,Salida,7
2025-03-25,PROD005,ALM02,Entrada,244
2025-03-25,PROD040,ALM02,Entrada,151
2025-03-25,PROD036,ALM02,Salida,19
2025-03-25,PROD033,ALM02,Entrada,177
2025-03-25,PROD036,ALM02,Salida,17
2025-03-25,PROD001,ALM03,Salida,6
2025-03-25,PROD028,ALM03,Salida,21
2025-03-25,PROD020,ALM02,Entrada,215
2025-03-25,PROD021,ALM02,Salida,5
2025-03-25,PROD033,ALM01,Salida,19
2025-03-25,PROD021,ALM03,Salida,10
2025-03-25,PROD025,ALM03,Entrada,166
2025-03-25,PROD020,ALM01,Salida,13
2025-03-25,PROD048,ALM03,Salida,24
2025-03-25,PROD013,ALM01,Salida,21
2025-03-25,PROD002,ALM03,Devolución,17
2025-03-25,PROD042,ALM02,Devolución,7
2025-03-25,PROD017,ALM03,Devolución,9
2025-03-25,PROD019,ALM01,Salida,4
2025-03-25,PROD007,ALM01,Salida,18
2025-03-25,PROD045,ALM02,Salida,8
2025-03-25,PROD012,ALM01,Entrada,257
2025-03-25,PROD024,ALM02,Salida,19
2025-03-25,PROD019,ALM02,Salida,10
2025-03-25,PROD011,ALM03,Salida,24
2025-03-25,PROD015,ALM01,Entrada,228
2025-03-25,PROD035,ALM02,Salida,24
2025-03-25,PROD012,ALM01,Salida,13
2025-03-25,PROD001,ALM02,Entrada,208
2025-03-25,PROD022,ALM02,Salida,7
2025-03-26,PROD039,ALM01,Devolución,18
2025-03-26,PROD008,ALM02,Salida,12
2025-03-26,PROD007,ALM02,Devolución,2
2025-03-26,PROD009,ALM03,Entrada,286
2025-03-26,PROD035,ALM02,Salida,8
2025-03-26,PROD039,ALM01,Salida,4
2025-03-26,PROD043,ALM02,Salida,2
2025-03-26,PROD048,ALM01,Salida,23
2025-03-26,PROD015,ALM01,Entrada,167
2025-03-26,PROD042,ALM01,Salida,12
2025-03-26,PROD038,ALM03,Salida,10
2025-03-26,PROD015,ALM02,Salida,10
2025-03-26,PROD004,ALM03,Salida,17
2025-03-26,PROD039,ALM03,Salida,19
2025-03-26,PROD034,ALM03,Entrada,144
2025-03-26,PROD037,ALM02,Entrada,277
2025-03-26,PROD022,ALM02,Salida,3
2025-03-26,PROD012,ALM01,Devolución,3
2025-03-26,PROD013,ALM02,Salida,7
2025-03-26,PROD017,ALM02,Entrada,187
2025-03-26,PROD009,ALM03,Salida,10
2025-03-26,PROD024,ALM02,Salida,21
2025-03-26,PROD003,ALM01,Devolución,3
2025-03-26,PROD035,ALM03,Salida,16
2025-03-26,PROD013,ALM02,Salida,8
2025-03-27,PROD017,ALM01,Entrada,105
2025-03-27,PROD013,ALM02,Entrada,101
2025-03-27,PROD026,ALM02,Salida,11
2025-03-27,PROD003,ALM03,Salida,23
2025-03-27,PROD024,ALM01,Salida,12
2025-03-27,PROD013,ALM01,Salida,7
2025-03-27,PROD013,ALM02,Entrada,111
2025-03-27,PROD016,ALM01,Entrada,139
2025-03-27,PROD005,ALM02,Entrada,219
2025-03-27,PROD010,ALM02,Salida,7
2025-03-27,PROD008,ALM03,Salida,3
2025-03-27,PROD045,ALM02,Salida,7
2025-03-27,PROD034,ALM02,Devolución,20
2025-03-27,PROD007,ALM03,Salida,12
2025-03-27,PROD006,ALM01,Devolución,11
2025-03-27,PROD006,ALM02,Salida,14
2025-03-27,PROD020,ALM01,Salida,22
2025-03-27,PROD029,ALM01,Salida,17
2025-03-27,PROD022,ALM02,Salida,1
2025-03-27,PROD018,ALM02,Salida,7
2025-03-27,PROD030,ALM03,Entrada,136
2025-03-27,PROD015,ALM02,Salida,10
2025-03-27,PROD018,ALM03,Salida,12
2025-03-28,PROD035,ALM02,Entrada,201
2025-03-28,PROD041,ALM03,Salida,13
2025-03-28,PROD039,ALM01,Devolución,21
2025-03-28,PROD027,ALM02,Salida,13
2025-03-28,PROD047,ALM01,Salida,10
2025-03-28,PROD023,ALM02,Entrada,296
2025-03-28,PROD031,ALM03,Devolución,16
2025-03-28,PROD039,ALM02,Salida,22
2025-03-28,PROD011,ALM01,Salida,20
2025-03-28,PROD027,ALM01,Devolución,11
2025-03-29,PROD046,ALM02,Salida,6
2025-03-29,PROD018,ALM03,Entrada,210
2025-03-29,PROD035,ALM03,Salida,3
2025-03-29,PROD025,ALM03,Salida,1
2025-03-29,PROD002,ALM02,Salida,3
2025-03-29,PROD010,ALM01,Entrada,291
2025-03-29,PROD038,ALM01,Salida,2
2025-03-29,PROD012,ALM02,Devolución,18
2025-03-29,PROD006,ALM01,Devolución,15
2025-03-29,PROD046,ALM02,Devolución,5
2025-03-29,PROD026,ALM02,Salida,13
2025-03-29,PROD005,ALM02,Salida,8
2025-03-29,PROD001,ALM01,Salida,16
2025-03-29,PROD031,ALM01,Entrada,146
2025-03-29,PROD043,ALM01,Salida,23
2025-03-29,PROD026,ALM02,Salida,6
2025-03-29,PROD046,ALM01,Salida,6
2025-03-29,PROD033,ALM01,Salida,8
2025-03-29,PROD021,ALM03,Salida,6
2025-03-29,PROD020,ALM02,Salida,21
2025-03-29,PROD029,ALM01,Salida,18
2025-03-29,PROD010,ALM01,Entrada,253
2025-03-29,PROD020,ALM01,Salida,4
2025-03-29,PROD007,ALM03,Entrada,185
2025-03-29,PROD038,ALM02,Salida,16
2025-03-29,PROD033,ALM01,Salida,21
2025-03-29,PROD013,ALM02,Salida,24
2025-03-29,PROD043,ALM03,Salida,17
2025-03-29,PROD007,ALM02,Salida,10
2025-03-29,PROD002,ALM01,Salida,14
2025-03-30,PROD023,ALM02,Salida,1
2025-03-30,PROD003,ALM02,Salida,22
2025-03-30,PROD002,ALM02,Salida,6
2025-03-30,PROD002,ALM02,Salida,23
2025-03-30,PROD024,ALM01,Salida,7
2025-03-30,PROD045,ALM02,Entrada,228
2025-03-30,PROD046,ALM03,Salida,3
2025-03-30,PROD044,ALM01,Entrada,291
2025-03-30,PROD024,ALM03,Devolución,1
2025-03-30,PROD028,ALM03,Devolución,24
2025-03-30,PROD015,ALM03,Salida,22
2025-03-30,PROD001,ALM03,Salida,11
2025-03-30,PROD043,ALM01,Salida,4
2025-03-30,PROD011,ALM02,Salida,10
2025-03-30,PROD042,ALM02,Devolución,9
2025-03-30,PROD003,ALM03,Salida,7
2025-03-30,PROD037,ALM03,Salida,1
2025-03-30,PROD032,ALM02,Salida,7
2025-03-31,PROD001,ALM03,Devolución,13
2025-03-31,PROD036,ALM01,Salida,22
2025-03-31,PROD019,ALM01,Salida,16
2025-03-31,PROD022,ALM03,Entrada,150
2025-03-31,PROD036,ALM01,Salida,5
2025-03-31,PROD018,ALM02,Entrada,268
2025-03-31,PROD044,ALM03,Salida,4
2025-03-31,PROD026,ALM01,Entrada,128
2025-03-31,PROD009,ALM03,Salida,19
2025-03-31,PROD002,ALM02,Devolución,5
2025-03-31,PROD035,ALM02,Salida,1
2025-03-31,PROD020,ALM02,Salida,15
2025-03-31,PROD037,ALM02,Entrada,222
2025-03-31,PROD029,ALM03,Salida,12
2025-03-31,PROD035,ALM01,Salida,12
2025-03-31,PROD032,ALM02,Salida,10
2025-03-31,PROD045,ALM02,Devolución,5
2025-03-31,PROD036,ALM02,Salida,1
2025-03-31,PROD014,ALM01,Salida,18
2025-03-31,PROD042,ALM01,Salida,24
2025-03-31,PROD018,ALM02,Salida,4
2025-03-31,PROD039,ALM03,Entrada,271
2025-03-31,PROD050,ALM02,Salida,19
2025-03-31,PROD045,ALM02,Entrada,201
2025-03-31,PROD048,ALM01,Devolución,20
2025-03-31,PROD004,ALM03,Salida,13
2025-03-31,PROD037,ALM02,Salida,20
2025-03-31,PROD005,ALM03,Salida,22
2025-03-31,PROD032,ALM01,Salida,10
2025-03-31,PROD012,ALM01,Salida,18
2025-04-01,PROD026,ALM02,Salida,9
2025-04-01,PROD004,ALM01,Devolución,14
2025-04-01,PROD044,ALM03,Salida,7
2025-04-01,PROD002,ALM01,Salida,9
2025-04-01,PROD031,ALM03,Entrada,271
2025-04-01,PROD013,ALM02,Devolución,18
2025-04-01,PROD044,ALM02,Salida,10
2025-04-01,PROD025,ALM02,Salida,11
2025-04-01,PROD006,ALM02,Salida,7
2025-04-01,PROD003,ALM02,Salida,13
2025-04-01,PROD006,ALM03,Salida,24
2025-04-01,PROD042,ALM01,Salida,17
2025-04-02,PROD034,ALM02,Salida,7
2025-04-02,PROD040,ALM02,Entrada,199
2025-04-02,PROD030,ALM02,Salida,21
2025-04-02,PROD034,ALM01,Salida,8
2025-04-02,PROD020,ALM01,Devolución,19
2025-04-02,PROD015,ALM03,Salida,11
2025-04-02,PROD032,ALM02,Entrada,139
2025-04-02,PROD050,ALM02,Salida,19
2025-04-02,PROD033,ALM03,Salida,9
2025-04-02,PROD047,ALM03,Salida,1
2025-04-02,PROD008,ALM01,Salida,12
2025-04-02,PROD005,ALM01,Salida,21
2025-04-02,PROD015,ALM01,Salida,22
2025-04-03,PROD043,ALM02,Salida,1
2025-04-03,PROD013,ALM03,Salida,16
2025-04-03,PROD001,ALM01,Salida,16
2025-04-03,PROD006,ALM02,Salida,17
2025-04-03,PROD024,ALM02,Devolución,10
2025-04-03,PROD028,ALM02,Salida,8
2025-04-03,PROD029,ALM02,Entrada,289
2025-04-03,PROD006,ALM02,Devolución,22
2025-04-03,PROD014,ALM02,Salida,3
2025-04-03,PROD007,ALM02,Salida,16
2025-04-04,PROD009,ALM03,Salida,10
2025-04-04,PROD034,ALM03,Salida,13
2025-04-04,PROD038,ALM03,Devolución,3
2025-04-04,PROD006,ALM03,Entrada,219
2025-04-04,PROD019,ALM03,Salida,17
2025-04-04,PROD012,ALM01,Salida,9
2025-04-04,PROD005,ALM01,Devolución,4
2025-04-04,PROD012,ALM01,Salida,18
2025-04-04,PROD045,ALM03,Salida,5
2025-04-04,PROD046,ALM01,Salida,11
2025-04-04,PROD015,ALM03,Salida,22
2025-04-04,PROD016,ALM02,Salida,11
2025-04-04,PROD002,ALM03,Entrada,259
2025-04-04,PROD040,ALM02,Devolución,19
2025-04-04,PROD025,ALM01,Devolución,14
2025-04-04,PROD018,ALM01,Entrada,189
2025-04-04,PROD001,ALM01,Salida,21
2025-04-04,PROD044,ALM01,Salida,6
2025-04-04,PROD003,ALM03,Salida,8
2025-04-04,PROD046,ALM02,Salida,24
2025-04-04,PROD009,ALM01,Devolución,5
2025-04-04,PROD027,ALM01,Devolución,3
2025-04-05,PROD039,ALM02,Salida,1
2025-04-05,PROD028,ALM03,Salida,19
2025-04-05,PROD040,ALM01,Salida,2
2025-04-05,PROD039,ALM01,Entrada,101
2025-04-05,PROD045,ALM01,Salida,5
2025-04-05,PROD020,ALM02,Salida,6
2025-04-05,PROD032,ALM02,Entrada,220
2025-04-05,PROD033,ALM01,Salida,3
2025-04-05,PROD019,ALM01,Entrada,112
2025-04-05,PROD012,ALM02,Entrada,134
2025-04-05,PROD039,ALM01,Entrada,121
2025-04-06,PROD020,ALM03,Entrada,223
2025-04-06,PROD033,ALM02,Salida,8
2025-04-06,PROD050,ALM01,Salida,16
2025-04-06,PROD025,ALM02,Salida,7
2025-04-06,PROD048,ALM03,Devolución,24
2025-04-06,PROD050,ALM03,Salida,8
2025-04-06,PROD032,ALM02,Entrada,176
2025-04-06,PROD005,ALM02,Salida,17
2025-04-06,PROD024,ALM02,Salida,10
2025-04-06,PROD004,ALM02,Entrada,106
2025-04-06,PROD016,ALM03,Entrada,154
2025-04-06,PROD023,ALM01,Entrada,128
2025-04-06,PROD033,ALM01,Entrada,276
2025-04-06,PROD043,ALM01,Entrada,122
2025-04-06,PROD030,ALM03,Salida,20
2025-04-06,PROD013,ALM02,Salida,24
2025-04-06,PROD033,ALM03,Salida,14
2025-04-06,PROD033,ALM01,Salida,9
2025-04-06,PROD027,ALM02,Salida,19
2025-04-06,PROD034,ALM01,Salida,5
2025-04-06,PROD021,ALM03,Entrada,187
2025-04-06,PROD016,ALM03,Salida,17
2025-04-06,PROD040,ALM02,Salida,16
2025-04-06,PROD021,ALM02,Salida,17
2025-04-07,PROD032,ALM01,Salida,17
2025-04-07,PROD025,ALM02,Salida,20
2025-04-07,PROD038,ALM03,Entrada,280
2025-04-07,PROD033,ALM03,Salida,7
2025-04-07,PROD045,ALM02,Salida,6
2025-04-07,PROD026,ALM01,Salida,13
2025-04-07,PROD007,ALM02,Entrada,281
2025-04-07,PROD031,ALM01,Salida,24
2025-04-07,PROD014,ALM02,Entrada,116
2025-04-07,PROD027,ALM01,Entrada,208
2025-04-07,PROD018,ALM02,Salida,20
2025-04-07,PROD035,ALM02,Salida,9
2025-04-07,PROD030,ALM01,Salida,19
2025-04-07,PROD011,ALM03,Entrada,290
2025-04-07,PROD036,ALM02,Salida,7
2025-04-07,PROD015,ALM03,Salida,12
2025-04-07,PROD015,ALM01,Salida,5
2025-04-07,PROD002,ALM03,Salida,12
2025-04-07,PROD050,ALM02,Salida,22
2025-04-07,PROD011,ALM02,Salida,19
2025-04-08,PROD018,ALM03,Salida,5
2025-04-08,PROD010,ALM03,Entrada,241
2025-04-08,PROD044,ALM03,Devolución,11
2025-04-08,PROD028,ALM03,Entrada,177
2025-04-08,PROD010,ALM03,Entrada,120
2025-04-08,PROD022,ALM01,Devolución,16
2025-04-08,PROD023,ALM01,Entrada,149
2025-04-08,PROD008,ALM01,Salida,14
2025-04-08,PROD037,ALM01,Salida,3
2025-04-08,PROD008,ALM03,Entrada,196
2025-04-08,PROD043,ALM03,Salida,17
2025-04-08,PROD014,ALM03,Salida,22
2025-04-08,PROD045,ALM02,Salida,12
2025-04-08,PROD029,ALM01,Salida,23
2025-04-08,PROD044,ALM02,Salida,14
2025-04-08,PROD006,ALM03,Salida,14
2025-04-08,PROD018,ALM01,Entrada,126
2025-04-09,PROD015,ALM03,Salida,15
2025-04-09,PROD001,ALM02,Salida,24
2025-04-09,PROD028,ALM03,Salida,11
2025-04-09,PROD011,ALM02,Salida,2
2025-04-09,PROD029,ALM02,Salida,20
2025-04-09,PROD014,ALM02,Salida,18
2025-04-09,PROD042,ALM02,Salida,8
2025-04-09,PROD004,ALM03,Entrada,299
2025-04-09,PROD049,ALM02,Devolución,1
2025-04-09,PROD047,ALM02,Entrada,202
2025-04-09,PROD040,ALM03,Entrada,106
2025-04-09,PROD050,ALM02,Salida,14
2025-04-09,PROD044,ALM01,Devolución,18
2025-04-09,PROD003,ALM03,Salida,5
2025-04-09,PROD019,ALM03,Salida,20
2025-04-10,PROD023,ALM01,Salida,7
2025-04-10,PROD042,ALM03,Salida,2
2025-04-10,PROD018,ALM01,Salida,16
2025-04-10,PROD014,ALM01,Entrada,124
2025-04-10,PROD015,ALM03,Salida,23
2025-04-10,PROD004,ALM03,Entrada,290
2025-04-10,PROD021,ALM03,Entrada,127
2025-04-10,PROD048,ALM02,Salida,1
2025-04-10,PROD003,ALM01,Salida,22
2025-04-10,PROD048,ALM02,Devolución,11
2025-04-10,PROD043,ALM03,Entrada,105
2025-04-10,PROD009,ALM03,Salida,2
2025-04-10,PROD008,ALM01,Entrada,282
2025-04-10,PROD047,ALM02,Salida,1
2025-04-10,PROD045,ALM03,Entrada,203
2025-04-10,PROD043,ALM01,Salida,1
2025-04-10,PROD017,ALM02,Salida,5
2025-04-11,PROD009,ALM03,Devolución,2
2025-04-11,PROD015,ALM01,Salida,7
2025-04-11,PROD025,ALM03,Devolución,18
2025-04-11,PROD046,ALM02,Salida,23
2025-04-11,PROD048,ALM03,Salida,11
2025-04-11,PROD046,ALM02,Salida,17
2025-04-11,PROD027,ALM02,Salida,5
2025-04-11,PROD017,ALM01,Salida,12
2025-04-11,PROD016,ALM01,Salida,20
2025-04-11,PROD029,ALM01,Salida,17
2025-04-11,PROD005,ALM02,Salida,21
2025-04-11,PROD013,ALM01,Salida,19
2025-04-11,PROD008,ALM02,Entrada,145
2025-04-11,PROD003,ALM03,Salida,9
2025-04-11,PROD049,ALM01,Salida,17
2025-04-11,PROD036,ALM03,Salida,22
2025-04-11,PROD039,ALM01,Salida,14
2025-04-12,PROD035,ALM01,Devolución,12
2025-04-12,PROD043,ALM03,Salida,6
2025-04-12,PROD007,ALM02,Salida,16
2025-04-12,PROD033,ALM02,Salida,24
2025-04-12,PROD012,ALM03,Salida,7
2025-04-12,PROD039,ALM02,Entrada,154
2025-04-12,PROD009,ALM01,Salida,8
2025-04-12,PROD036,ALM01,Devolución,13
2025-04-12,PROD002,ALM01,Salida,17
2025-04-12,PROD028,ALM03,Salida,18
2025-04-12,PROD015,ALM01,Salida,8
2025-04-12,PROD037,ALM01,Salida,12
2025-04-12,PROD014,ALM03,Entrada,211
2025-04-13,PROD031,ALM01,Salida,13
2025-04-13,PROD005,ALM01,Devolución,11
2025-04-13,PROD035,ALM03,Salida,19
2025-04-13,PROD032,ALM03,Salida,6
2025-04-13,PROD037,ALM03,Devolución,7
2025-04-13,PROD017,ALM03,Salida,8
2025-04-13,PROD042,ALM02,Salida,17
2025-04-13,PROD008,ALM03,Salida,16
2025-04-13,PROD029,ALM02,Devolución,17
2025-04-13,PROD016,ALM03,Salida,17
2025-04-13,PROD038,ALM02,Salida,8
2025-04-13,PROD036,ALM02,Salida,9
2025-04-13,PROD017,ALM03,Salida,12
2025-04-13,PROD048,ALM01,Entrada,269
2025-04-13,PROD032,ALM02,Salida,15
2025-04-13,PROD035,ALM02,Devolución,11
2025-04-13,PROD005,ALM02,Salida,22
2025-04-13,PROD022,ALM03,Salida,20
2025-04-13,PROD012,ALM01,Devolución,24
2025-04-13,PROD005,ALM03,Salida,20
2025-04-13,PROD029,ALM02,Entrada,286
2025-04-13,PROD020,ALM03,Salida,8
2025-04-14,PROD034,ALM03,Salida,18
2025-04-14,PROD031,ALM03,Salida,1
2025-04-14,PROD050,ALM03,Salida,2
2025-04-14,PROD023,ALM02,Entrada,161
2025-04-14,PROD025,ALM01,Salida,22
2025-04-14,PROD020,ALM02,Salida,6
2025-04-14,PROD030,ALM01,Devolución,12
2025-04-14,PROD020,ALM02,Devolución,3
2025-04-14,PROD036,ALM03,Salida,17
2025-04-14,PROD011,ALM02,Salida,10
2025-04-14,PROD047,ALM02,Salida,9
2025-04-14,PROD040,ALM02,Salida,17
2025-04-14,PROD019,ALM03,Salida,8
2025-04-14,PROD019,ALM03,Salida,19
2025-04-14,PROD048,ALM02,Entrada,299
2025-04-14,PROD039,ALM01,Salida,11
2025-04-14,PROD010,ALM03,Salida,13
2025-04-14,PROD049,ALM01,Salida,1
2025-04-14,PROD025,ALM03,Entrada,123
2025-04-14,PROD029,ALM02,Salida,17
2025-04-14,PROD024,ALM03,Salida,7
2025-04-14,PROD004,ALM01,Entrada,134
2025-04-14,PROD042,ALM01,Salida,19
2025-04-15,PROD012,ALM02,Salida,1
2025-04-15,PROD031,ALM02,Salida,13
2025-04-15,PROD034,ALM03,Salida,11
2025-04-15,PROD016,ALM03,Salida,2
2025-04-15,PROD021,ALM03,Entrada,180
2025-04-15,PROD013,ALM01,Entrada,235
2025-04-15,PROD024,ALM02,Salida,11
2025-04-15,PROD039,ALM03,Entrada,170
2025-04-15,PROD039,ALM02,Salida,11
2025-04-15,PROD049,ALM01,Salida,6
2025-04-15,PROD009,ALM01,Devolución,7
2025-04-15,PROD006,ALM02,Salida,1
2025-04-15,PROD033,ALM01,Salida,11
2025-04-15,PROD001,ALM03,Salida,20
2025-04-15,PROD031,ALM03,Salida,14
2025-04-15,PROD029,ALM01,Salida,14
2025-04-16,PROD022,ALM01,Salida,2
2025-04-16,PROD021,ALM01,Entrada,105
2025-04-16,PROD025,ALM02,Salida,23
2025-04-16,PROD033,ALM02,Salida,20
2025-04-16,PROD021,ALM02,Entrada,180
2025-04-16,PROD020,ALM01,Salida,16
2025-04-16,PROD003,ALM01,Salida,24
2025-04-16,PROD015,ALM02,Salida,2
2025-04-16,PROD046,ALM01,Entrada,249
2025-04-16,PROD005,ALM02,Salida,1
2025-04-16,PROD024,ALM03,Salida,14
2025-04-16,PROD030,ALM03,Salida,17
2025-04-16,PROD012,ALM01,Salida,14
2025-04-16,PROD049,ALM01,Devolución,8
2025-04-16,PROD011,ALM01,Salida,20
2025-04-16,PROD010,ALM03,Salida,10
2025-04-16,PROD024,ALM03,Salida,4
2025-04-16,PROD045,ALM01,Entrada,254
2025-04-16,PROD050,ALM02,Entrada,233
2025-04-16,PROD026,ALM03,Salida,15
2025-04-16,PROD006,ALM02,Salida,6
2025-04-16,PROD046,ALM02,Salida,1
2025-04-16,PROD012,ALM02,Salida,11
2025-04-16,PROD011,ALM03,Salida,7
2025-04-16,PROD041,ALM02,Salida,18
2025-04-16,PROD031,ALM03,Entrada,227
2025-04-16,PROD002,ALM02,Salida,10
2025-04-16,PROD031,ALM02,Salida,11
2025-04-16,PROD015,ALM01,Salida,11
2025-04-16,PROD038,ALM03,Salida,10
2025-04-17,PROD018,ALM02,Salida,15
2025-04-17,PROD002,ALM02,Salida,24
2025-04-17,PROD038,ALM02,Salida,7
2025-04-17,PROD001,ALM02,Entrada,238
2025-04-17,PROD002,ALM01,Salida,19
2025-04-17,PROD021,ALM03,Salida,23
2025-04-17,PROD018,ALM01,Devolución,20
2025-04-17,PROD024,ALM02,Entrada,196
2025-04-17,PROD024,ALM03,Salida,11
2025-04-17,PROD024,ALM01,Salida,16
2025-04-17,PROD016,ALM02,Salida,2
2025-04-17,PROD011,ALM03,Salida,17
2025-04-17,PROD037,ALM01,Entrada,128
2025-04-17,PROD042,ALM01,Entrada,138
2025-04-17,PROD010,ALM03,Salida,20
2025-04-17,PROD047,ALM02,Salida,12
2025-04-17,PROD032,ALM02,Salida,10
2025-04-17,PROD042,ALM02,Salida,24
2025-04-17,PROD039,ALM03,Salida,24
2025-04-17,PROD022,ALM02,Salida,9
2025-04-17,PROD009,ALM01,Salida,1
2025-04-17,PROD045,ALM01,Salida,8
2025-04-17,PROD018,ALM02,Salida,22
2025-04-17,PROD006,ALM03,Salida,9
2025-04-17,PROD007,ALM01,Salida,15
2025-04-17,PROD037,ALM03,Salida,19
2025-04-17,PROD017,ALM02,Salida,5
2025-04-18,PROD002,ALM02,Entrada,260
2025-04-18,PROD043,ALM01,Salida,18
2025-04-18,PROD004,ALM01,Salida,24
2025-04-18,PROD018,ALM01,Salida,13
2025-04-18,PROD048,ALM01,Salida,2
2025-04-18,PROD028,ALM03,Salida,9
