Fecha,Hotel_ID,Habitaciones_Vendidas,Habitaciones_Disponibles,Ingresos_Habitacion,ADR,Costos_Variables,Canal_Principal,Lead_Time_Promedio,RevPAR,Occupancy_%
2024-07-01,Midscale City,203,250,58883.31,290.07,9135,Corporativo,4,235.53323999999998,0.812
2024-07-01,Economy Stay,78,100,8723.19,111.84,1950,OTA,1,87.23190000000001,0.78
2024-07-02,Luxury Resort,86,120,53978.24,627.65,6880,OTA,11,449.8186666666667,0.7166666666666667
2024-07-02,Midscale City,217,250,56189.56,258.94,9765,Directo,8,224.75824,0.868
2024-07-02,Economy Stay,80,100,11494.99,143.69,2000,Agencias,4,114.9499,0.8
2024-07-03,Luxury Resort,80,120,50644.81,633.06,6400,Agencias,21,422.0400833333333,0.6666666666666666
2024-07-03,Midscale City,147,250,37581.95,255.66,6615,OTA,19,150.3278,0.588
2024-07-03,Economy Stay,82,100,10398.09,126.81,2050,Directo,30,103.9809,0.82
2024-07-04,Luxury Resort,94,120,55437.6,589.76,7520,Directo,1,461.97999999999996,0.7833333333333333
2024-07-04,Midscale City,147,250,34183.14,232.54,6615,OTA,5,136.73256,0.588
2024-07-04,Economy Stay,67,100,7107.24,106.08,1675,Directo,20,71.0724,0.67
2024-07-05,Luxury Resort,120,120,90174.94,751.46,9600,OTA,16,751.4578333333334,1.0
2024-07-05,Midscale City,250,250,65782.04,263.13,11250,Directo,1,263.12816,1.0
2024-07-05,Economy Stay,100,100,12025.95,120.26,2500,Corporativo,13,120.2595,1.0
2024-07-06,Luxury Resort,120,120,84601.32,705.01,9600,Agencias,0,705.0110000000001,1.0
2024-07-06,Midscale City,250,250,64793.66,259.17,11250,Corporativo,1,259.17464,1.0
2024-07-06,Economy Stay,100,100,14133.27,141.33,2500,OTA,31,141.33270000000002,1.0
2024-07-07,Luxury Resort,120,120,83067.84,692.23,9600,OTA,5,692.232,1.0
2024-07-07,Midscale City,250,250,71631.0,286.52,11250,OTA,33,286.524,1.0
2024-07-07,Economy Stay,100,100,13608.23,136.08,2500,Agencias,13,136.0823,1.0
2024-07-08,Luxury Resort,78,120,45742.83,586.45,6240,OTA,1,381.19025,0.65
2024-07-08,Midscale City,181,250,43643.46,241.12,8145,OTA,45,174.57384,0.724
2024-07-08,Economy Stay,80,100,10621.29,132.77,2000,Directo,15,106.2129,0.8
2024-07-09,Luxury Resort,79,120,44938.11,568.84,6320,Directo,9,374.48425000000003,0.6583333333333333
2024-07-09,Midscale City,156,250,34874.57,223.55,7020,OTA,53,139.49828,0.624
2024-07-09,Economy Stay,72,100,7472.43,103.78,1800,Directo,14,74.7243,0.72
2024-07-10,Luxury Resort,77,120,45194.3,586.94,6160,Directo,0,376.6191666666667,0.6416666666666667
2024-07-10,Midscale City,162,250,34395.61,212.32,7290,OTA,1,137.58244,0.648
2024-07-10,Economy Stay,81,100,10895.37,134.51,2025,Directo,10,108.95370000000001,0.81
2024-07-11,Luxury Resort,102,120,70129.17,687.54,8160,OTA,1,584.40975,0.85
2024-07-11,Midscale City,154,250,34920.49,226.76,6930,Agencias,10,139.68196,0.616
2024-07-11,Economy Stay,72,100,8277.83,114.97,1800,Directo,74,82.7783,0.72
2024-07-12,Luxury Resort,110,120,75591.83,687.2,8800,OTA,8,629.9319166666667,0.9166666666666666
2024-07-12,Midscale City,250,250,73205.02,292.82,11250,OTA,14,292.82008,1.0
2024-07-12,Economy Stay,100,100,14466.82,144.67,2500,Directo,25,144.66819999999998,1.0
2024-07-13,Luxury Resort,120,120,76677.53,638.98,9600,Directo,4,638.9794166666667,1.0
2024-07-13,Midscale City,250,250,72819.72,291.28,11250,OTA,1,291.27888,1.0
2024-07-13,Economy Stay,99,100,12783.6,129.13,2475,OTA,1,127.836,0.99
2024-07-14,Luxury Resort,120,120,77012.34,641.77,9600,OTA,1,641.7695,1.0
2024-07-14,Midscale City,250,250,72566.76,290.27,11250,OTA,17,290.26703999999995,1.0
2024-07-14,Economy Stay,100,100,11960.87,119.61,2500,Corporativo,15,119.60870000000001,1.0
2024-07-15,Luxury Resort,91,120,57213.77,628.72,7280,Directo,19,476.78141666666664,0.7583333333333333
2024-07-15,Midscale City,212,250,54367.72,256.45,9540,Directo,11,217.47088,0.848
2024-07-15,Economy Stay,58,100,6309.06,108.78,1450,OTA,5,63.0906,0.58
2024-07-16,Luxury Resort,90,120,47845.57,531.62,7200,OTA,1,398.7130833333333,0.75
2024-07-16,Midscale City,171,250,41848.03,244.73,7695,Agencias,15,167.39212,0.684
2024-07-16,Economy Stay,78,100,8498.22,108.95,1950,Directo,16,84.98219999999999,0.78
2024-07-17,Luxury Resort,80,120,49504.9,618.81,6400,Agencias,8,412.54083333333335,0.6666666666666666
2024-07-17,Midscale City,206,250,61981.42,300.88,9270,OTA,37,247.92568,0.824
2024-07-17,Economy Stay,67,100,7525.21,112.32,1675,OTA,6,75.2521,0.67
2024-07-18,Luxury Resort,94,120,57062.08,607.04,7520,Directo,7,475.51733333333334,0.7833333333333333
2024-07-18,Midscale City,177,250,38457.39,217.27,7965,OTA,33,153.82956,0.708
2024-07-18,Economy Stay,63,100,6300.78,100.01,1575,OTA,15,63.007799999999996,0.63
2024-07-19,Luxury Resort,114,120,73172.99,641.87,9120,OTA,7,609.7749166666667,0.95
2024-07-19,Midscale City,250,250,71685.14,286.74,11250,Directo,6,286.74056,1.0
2024-07-19,Economy Stay,100,100,13138.01,131.38,2500,Directo,17,131.3801,1.0
2024-07-20,Luxury Resort,120,120,76279.94,635.67,9600,Corporativo,10,635.6661666666666,1.0
2024-07-20,Midscale City,242,250,61688.22,254.91,10890,OTA,0,246.75288,0.968
2024-07-20,Economy Stay,87,100,10436.46,119.96,2175,OTA,21,104.3646,0.87
2024-07-21,Luxury Resort,111,120,84157.06,758.17,8880,Corporativo,1,701.3088333333333,0.925
2024-07-21,Midscale City,235,250,71114.0,302.61,10575,Agencias,13,284.456,0.94
2024-07-21,Economy Stay,100,100,12698.85,126.99,2500,OTA,48,126.9885,1.0
2024-07-22,Luxury Resort,83,120,47005.0,566.33,6640,Directo,11,391.7083333333333,0.6916666666666667
2024-07-22,Midscale City,186,250,43887.03,235.95,8370,Agencias,21,175.54811999999998,0.744
2024-07-22,Economy Stay,71,100,7535.34,106.13,1775,Directo,4,75.35340000000001,0.71
2024-07-23,Luxury Resort,72,120,40792.78,566.57,5760,Corporativo,4,339.9398333333333,0.6
2024-07-23,Midscale City,187,250,42421.43,226.85,8415,Directo,13,169.68572,0.748
2024-07-23,Economy Stay,71,100,8043.57,113.29,1775,OTA,10,80.4357,0.71
2024-07-24,Luxury Resort,105,120,79316.6,755.4,8400,OTA,14,660.9716666666667,0.875
2024-07-24,Midscale City,191,250,42024.09,220.02,8595,Directo,7,168.09635999999998,0.764
2024-07-24,Economy Stay,72,100,8024.46,111.45,1800,Corporativo,3,80.2446,0.72
2024-07-25,Luxury Resort,102,120,74785.27,733.19,8160,Agencias,11,623.2105833333334,0.85
2024-07-25,Midscale City,155,250,38377.36,247.6,6975,Agencias,1,153.50944,0.62
2024-07-25,Economy Stay,66,100,7843.02,118.83,1650,Directo,43,78.4302,0.66
2024-07-26,Luxury Resort,120,120,92343.68,769.53,9600,Agencias,9,769.5306666666667,1.0
2024-07-26,Midscale City,250,250,68449.63,273.8,11250,Directo,5,273.79852,1.0
2024-07-26,Economy Stay,100,100,12959.11,129.59,2500,OTA,10,129.5911,1.0
2024-07-27,Luxury Resort,120,120,90399.24,753.33,9600,OTA,59,753.327,1.0
2024-07-27,Midscale City,250,250,73913.97,295.66,11250,Corporativo,12,295.65588,1.0
2024-07-27,Economy Stay,89,100,10879.15,122.24,2225,OTA,28,108.7915,0.89
2024-07-28,Luxury Resort,120,120,90862.78,757.19,9600,Agencias,0,757.1898333333334,1.0
2024-07-28,Midscale City,248,250,69783.7,281.39,11160,Corporativo,14,279.1348,0.992
2024-07-28,Economy Stay,82,100,10822.84,131.99,2050,Agencias,17,108.22840000000001,0.82
2024-07-29,Luxury Resort,94,120,50969.52,542.23,7520,OTA,5,424.746,0.7833333333333333
2024-07-29,Midscale City,205,250,55016.91,268.38,9225,Corporativo,3,220.06764,0.82
2024-07-29,Economy Stay,58,100,7047.11,121.5,1450,Agencias,16,70.47109999999999,0.58
2024-07-30,Luxury Resort,80,120,42253.99,528.17,6400,Agencias,20,352.1165833333333,0.6666666666666666
2024-07-30,Midscale City,200,250,52148.49,260.74,9000,Agencias,21,208.59395999999998,0.8
2024-07-30,Economy Stay,77,100,8961.35,116.38,1925,OTA,28,89.6135,0.77
2024-07-31,Luxury Resort,73,120,42599.33,583.55,5840,OTA,1,354.99441666666667,0.6083333333333333
2024-07-31,Midscale City,176,250,37609.31,213.69,7920,Directo,6,150.43724,0.704
2024-07-31,Economy Stay,82,100,11846.76,144.47,2050,Corporativo,1,118.4676,0.82
2024-08-01,Luxury Resort,68,120,29373.34,431.96,5440,OTA,1,244.77783333333335,0.5666666666666667
2024-08-01,Midscale City,157,250,29430.45,187.46,7065,Directo,0,117.7218,0.628
2024-08-01,Economy Stay,54,100,4402.08,81.52,1350,Directo,3,44.0208,0.54
2024-08-02,Luxury Resort,105,120,61567.45,586.36,8400,Corporativo,7,513.0620833333334,0.875
2024-08-02,Midscale City,181,250,32426.46,179.15,8145,OTA,3,129.70584,0.724
2024-08-02,Economy Stay,93,100,9682.35,104.11,2325,OTA,6,96.82350000000001,0.93
2024-08-03,Luxury Resort,79,120,38313.37,484.98,6320,OTA,10,319.27808333333337,0.6583333333333333
2024-08-03,Midscale City,202,250,44720.91,221.39,9090,OTA,1,178.88364,0.808
2024-08-03,Economy Stay,70,100,6204.6,88.64,1750,Agencias,25,62.04600000000001,0.7
2024-08-04,Luxury Resort,95,120,42922.45,451.82,7600,Agencias,2,357.6870833333333,0.7916666666666666
2024-08-04,Midscale City,177,250,31838.94,179.88,7965,Directo,5,127.35575999999999,0.708
2024-08-04,Economy Stay,82,100,7618.49,92.91,2050,OTA,20,76.1849,0.82
2024-08-05,Luxury Resort,54,120,24354.09,451.0,4320,Directo,0,202.95075,0.45
2024-08-05,Midscale City,152,250,24967.04,164.26,6840,Directo,27,99.86816,0.608
2024-08-05,Economy Stay,50,100,4454.77,89.1,1250,Directo,5,44.547700000000006,0.5
2024-08-06,Luxury Resort,63,120,27048.13,429.34,5040,OTA,27,225.40108333333333,0.525
2024-08-06,Midscale City,156,250,30280.75,194.11,7020,Corporativo,8,121.123,0.624
2024-08-06,Economy Stay,53,100,4923.13,92.89,1325,OTA,1,49.231300000000005,0.53
2024-08-07,Luxury Resort,67,120,29472.52,439.89,5360,Agencias,15,245.60433333333333,0.5583333333333333
2024-08-07,Midscale City,112,250,18817.15,168.01,5040,OTA,18,75.2686,0.448
2024-08-07,Economy Stay,66,100,5902.88,89.44,1650,Agencias,45,59.028800000000004,0.66
2024-08-08,Luxury Resort,62,120,25697.94,414.48,4960,OTA,22,214.1495,0.5166666666666667
2024-08-08,Midscale City,115,250,20120.61,174.96,5175,OTA,47,80.48244,0.46
2024-08-08,Economy Stay,54,100,4551.17,84.28,1350,OTA,3,45.5117,0.54
2024-08-09,Luxury Resort,88,120,36054.65,409.71,7040,OTA,21,300.4554166666667,0.7333333333333333
2024-08-09,Midscale City,220,250,50849.71,231.14,9900,OTA,3,203.39884,0.88
2024-08-09,Economy Stay,77,100,7042.63,91.46,1925,OTA,3,70.4263,0.77
2024-08-10,Luxury Resort,97,120,50235.58,517.89,7760,OTA,2,418.62983333333335,0.8083333333333333
2024-08-10,Midscale City,213,250,44311.48,208.04,9585,OTA,15,177.24592,0.852
2024-08-10,Economy Stay,84,100,8052.58,95.86,2100,Directo,33,80.5258,0.84
2024-08-11,Luxury Resort,88,120,36100.09,410.23,7040,OTA,1,300.8340833333333,0.7333333333333333
2024-08-11,Midscale City,177,250,33997.68,192.08,7965,OTA,0,135.99072,0.708
2024-08-11,Economy Stay,73,100,5608.49,76.83,1825,OTA,1,56.0849,0.73
2024-08-12,Luxury Resort,67,120,29572.87,441.39,5360,OTA,11,246.44058333333334,0.5583333333333333
2024-08-12,Midscale City,113,250,20193.94,178.71,5085,OTA,49,80.77575999999999,0.452
2024-08-12,Economy Stay,60,100,4908.1,81.8,1500,Agencias,22,49.081,0.6
2024-08-13,Luxury Resort,68,120,33513.2,492.84,5440,Directo,2,279.27666666666664,0.5666666666666667
2024-08-13,Midscale City,155,250,29613.93,191.06,6975,Directo,1,118.45572,0.62
2024-08-13,Economy Stay,45,100,3666.88,81.49,1125,OTA,22,36.668800000000005,0.45
2024-08-14,Luxury Resort,63,120,27622.76,438.46,5040,Directo,0,230.18966666666665,0.525
2024-08-14,Midscale City,148,250,29166.51,197.07,6660,Directo,28,116.66604,0.592
2024-08-14,Economy Stay,65,100,5837.93,89.81,1625,OTA,22,58.3793,0.65
2024-08-15,Luxury Resort,64,120,27664.79,432.26,5120,Directo,1,230.53991666666667,0.5333333333333333
2024-08-15,Midscale City,126,250,22607.77,179.43,5670,OTA,20,90.43108000000001,0.504
2024-08-15,Economy Stay,46,100,4267.99,92.78,1150,Agencias,42,42.679899999999996,0.46
2024-08-16,Luxury Resort,112,120,61018.06,544.8,8960,Directo,49,508.48383333333334,0.9333333333333333
2024-08-16,Midscale City,184,250,31300.93,170.11,8280,Directo,3,125.20372,0.736
2024-08-16,Economy Stay,81,100,8726.86,107.74,2025,Directo,12,87.2686,0.81
2024-08-17,Luxury Resort,105,120,58241.73,554.68,8400,OTA,7,485.34775,0.875
2024-08-17,Midscale City,176,250,30699.14,174.43,7920,Directo,37,122.79656,0.704
2024-08-17,Economy Stay,77,100,7055.69,91.63,1925,Directo,18,70.5569,0.77
2024-08-18,Luxury Resort,80,120,32456.46,405.71,6400,OTA,14,270.4705,0.6666666666666666
2024-08-18,Midscale City,166,250,32616.61,196.49,7470,Directo,11,130.46644,0.664
2024-08-18,Economy Stay,78,100,6868.18,88.05,1950,Directo,1,68.68180000000001,0.78
2024-08-19,Luxury Resort,75,120,33477.74,446.37,6000,OTA,11,278.98116666666664,0.625
2024-08-19,Midscale City,114,250,19148.24,167.97,5130,Directo,8,76.59296,0.456
2024-08-19,Economy Stay,46,100,4178.73,90.84,1150,Agencias,59,41.787299999999995,0.46
2024-08-20,Luxury Resort,77,120,32861.9,426.78,6160,Directo,48,273.8491666666667,0.6416666666666667
2024-08-20,Midscale City,166,250,32837.04,197.81,7470,Corporativo,18,131.34816,0.664
2024-08-20,Economy Stay,57,100,4612.0,80.91,1425,OTA,8,46.12,0.57
2024-08-21,Luxury Resort,55,120,25355.6,461.01,4400,Directo,59,211.29666666666665,0.4583333333333333
2024-08-21,Midscale City,157,250,30565.44,194.68,7065,Corporativo,43,122.26176,0.628
2024-08-21,Economy Stay,56,100,5214.4,93.11,1400,Directo,21,52.144,0.56
2024-08-22,Luxury Resort,66,120,30996.89,469.65,5280,OTA,4,258.30741666666665,0.55
2024-08-22,Midscale City,149,250,25010.72,167.86,6705,Agencias,12,100.04288000000001,0.596
2024-08-22,Economy Stay,56,100,4295.52,76.71,1400,OTA,0,42.955200000000005,0.56
2024-08-23,Luxury Resort,109,120,55665.98,510.7,8720,Directo,15,463.8831666666667,0.9083333333333333
2024-08-23,Midscale City,181,250,34847.84,192.53,8145,Directo,19,139.39136,0.724
2024-08-23,Economy Stay,75,100,5774.69,77.0,1875,OTA,9,57.7469,0.75
2024-08-24,Luxury Resort,79,120,34048.97,431.0,6320,Corporativo,7,283.7414166666667,0.6583333333333333
2024-08-24,Midscale City,233,250,45747.26,196.34,10485,OTA,21,182.98904000000002,0.932
2024-08-24,Economy Stay,74,100,6609.87,89.32,1850,Corporativo,37,66.0987,0.74
2024-08-25,Luxury Resort,96,120,50358.63,524.57,7680,Directo,23,419.65524999999997,0.8
2024-08-25,Midscale City,200,250,41978.12,209.89,9000,Directo,16,167.91248000000002,0.8
2024-08-25,Economy Stay,68,100,6263.48,92.11,1700,OTA,1,62.6348,0.68
2024-08-26,Luxury Resort,59,120,24101.72,408.5,4720,Directo,0,200.84766666666667,0.49166666666666664
2024-08-26,Midscale City,161,250,27719.25,172.17,7245,OTA,45,110.877,0.644
2024-08-26,Economy Stay,54,100,4663.52,86.36,1350,Agencias,10,46.635200000000005,0.54
2024-08-27,Luxury Resort,61,120,26643.25,436.77,4880,Corporativo,33,222.02708333333334,0.5083333333333333
2024-08-27,Midscale City,162,250,28690.22,177.1,7290,OTA,22,114.76088,0.648
2024-08-27,Economy Stay,56,100,4478.86,79.98,1400,Directo,13,44.788599999999995,0.56
2024-08-28,Luxury Resort,62,120,29881.07,481.95,4960,Directo,3,249.00891666666666,0.5166666666666667
2024-08-28,Midscale City,116,250,22720.72,195.87,5220,OTA,10,90.88288,0.464
2024-08-28,Economy Stay,63,100,5714.67,90.71,1575,OTA,6,57.1467,0.63
2024-08-29,Luxury Resort,74,120,34329.97,463.92,5920,Agencias,2,286.0830833333333,0.6166666666666667
2024-08-29,Midscale City,142,250,24448.0,172.17,6390,Directo,8,97.792,0.568
2024-08-29,Economy Stay,47,100,4207.17,89.51,1175,OTA,0,42.0717,0.47
2024-08-30,Luxury Resort,94,120,38532.21,409.92,7520,Directo,54,321.10175,0.7833333333333333
2024-08-30,Midscale City,180,250,31129.55,172.94,8100,Directo,3,124.5182,0.72
2024-08-30,Economy Stay,85,100,9479.51,111.52,2125,OTA,3,94.7951,0.85
2024-08-31,Luxury Resort,102,120,58918.25,577.63,8160,OTA,8,490.98541666666665,0.85
2024-08-31,Midscale City,181,250,33965.44,187.65,8145,Directo,25,135.86176,0.724
2024-08-31,Economy Stay,74,100,6795.64,91.83,1850,Corporativo,24,67.9564,0.74
2024-09-01,Luxury Resort,103,120,54431.9,528.47,8240,OTA,13,453.5991666666667,0.8583333333333333
2024-09-01,Midscale City,162,250,29419.51,181.6,7290,Directo,18,117.67804,0.648
2024-09-01,Economy Stay,86,100,8918.97,103.71,2150,Directo,45,89.18969999999999,0.86
2024-09-02,Luxury Resort,61,120,28007.53,459.14,4880,Agencias,5,233.39608333333334,0.5083333333333333
2024-09-02,Midscale City,155,250,25682.04,165.69,6975,OTA,10,102.72816,0.62
2024-09-02,Economy Stay,53,100,4895.07,92.36,1325,OTA,26,48.9507,0.53
2024-09-03,Luxury Resort,73,120,32598.48,446.55,5840,OTA,38,271.654,0.6083333333333333
2024-09-03,Midscale City,153,250,29532.19,193.02,6885,Agencias,4,118.12876,0.612
2024-09-03,Economy Stay,49,100,4036.17,82.37,1225,Corporativo,6,40.3617,0.49
2024-09-04,Luxury Resort,77,120,36044.11,468.11,6160,OTA,19,300.36758333333336,0.6416666666666667
2024-09-04,Midscale City,165,250,29677.78,179.87,7425,Directo,7,118.71112,0.66
2024-09-04,Economy Stay,62,100,5517.1,88.99,1550,Directo,7,55.17100000000001,0.62
2024-09-05,Luxury Resort,76,120,30858.1,406.03,6080,Corporativo,18,257.1508333333333,0.6333333333333333
2024-09-05,Midscale City,137,250,23352.89,170.46,6165,Agencias,18,93.41156,0.548
2024-09-05,Economy Stay,57,100,5297.56,92.94,1425,OTA,0,52.97560000000001,0.57
2024-09-06,Luxury Resort,101,120,58495.68,579.17,8080,Agencias,2,487.464,0.8416666666666667
2024-09-06,Midscale City,199,250,35078.91,176.28,8955,Agencias,2,140.31564,0.796
2024-09-06,Economy Stay,67,100,5478.35,81.77,1675,Agencias,5,54.783500000000004,0.67
2024-09-07,Luxury Resort,100,120,57204.16,572.04,8000,OTA,4,476.70133333333337,0.8333333333333334
2024-09-07,Midscale City,200,250,46075.65,230.38,9000,Directo,35,184.3026,0.8
2024-09-07,Economy Stay,83,100,7707.17,92.86,2075,Directo,11,77.0717,0.83
2024-09-08,Luxury Resort,86,120,37561.9,436.77,6880,OTA,14,313.0158333333333,0.7166666666666667
2024-09-08,Midscale City,213,250,45129.5,211.88,9585,Agencias,1,180.518,0.852
2024-09-08,Economy Stay,71,100,5953.85,83.86,1775,OTA,17,59.538500000000006,0.71
2024-09-09,Luxury Resort,55,120,24125.91,438.65,4400,OTA,43,201.04925,0.4583333333333333
2024-09-09,Midscale City,150,250,27714.32,184.76,6750,OTA,3,110.85728,0.6
2024-09-09,Economy Stay,61,100,4771.62,78.22,1525,Directo,4,47.7162,0.61
2024-09-10,Luxury Resort,65,120,32060.16,493.23,5200,OTA,1,267.168,0.5416666666666666
2024-09-10,Midscale City,122,250,24027.21,196.94,5490,OTA,1,96.10884,0.488
2024-09-10,Economy Stay,61,100,5397.12,88.48,1525,OTA,8,53.971199999999996,0.61
2024-09-11,Luxury Resort,64,120,27442.23,428.78,5120,OTA,3,228.68525,0.5333333333333333
2024-09-11,Midscale City,127,250,21888.27,172.35,5715,Corporativo,16,87.55308000000001,0.508
2024-09-11,Economy Stay,58,100,4512.9,77.81,1450,Corporativo,1,45.129,0.58
2024-09-12,Luxury Resort,62,120,25623.73,413.29,4960,OTA,13,213.53108333333333,0.5166666666666667
2024-09-12,Midscale City,148,250,25400.72,171.63,6660,Corporativo,0,101.60288,0.592
2024-09-12,Economy Stay,50,100,4399.62,87.99,1250,OTA,18,43.9962,0.5
2024-09-13,Luxury Resort,86,120,36928.29,429.4,6880,Agencias,13,307.73575,0.7166666666666667
2024-09-13,Midscale City,230,250,45764.28,198.98,10350,Corporativo,2,183.05712,0.92
2024-09-13,Economy Stay,85,100,9334.11,109.81,2125,OTA,3,93.34110000000001,0.85
2024-09-14,Luxury Resort,101,120,56504.66,559.45,8080,Directo,7,470.8721666666667,0.8416666666666667
2024-09-14,Midscale City,201,250,41272.13,205.33,9045,Corporativo,8,165.08852,0.804
2024-09-14,Economy Stay,74,100,6717.47,90.78,1850,OTA,3,67.1747,0.74
2024-09-15,Luxury Resort,111,120,55167.49,497.0,8880,OTA,0,459.72908333333334,0.925
2024-09-15,Midscale City,163,250,30797.52,188.94,7335,OTA,36,123.19008,0.652
2024-09-15,Economy Stay,70,100,5871.94,83.88,1750,Directo,19,58.71939999999999,0.7
2024-09-16,Luxury Resort,69,120,31753.54,460.2,5520,Directo,15,264.61283333333336,0.575
2024-09-16,Midscale City,152,250,25124.09,165.29,6840,Agencias,3,100.49636,0.608
2024-09-16,Economy Stay,61,100,4680.75,76.73,1525,Directo,4,46.8075,0.61
2024-09-17,Luxury Resort,61,120,26064.1,427.28,4880,OTA,0,217.20083333333332,0.5083333333333333
2024-09-17,Midscale City,153,250,28127.88,183.84,6885,Directo,16,112.51152,0.612
2024-09-17,Economy Stay,66,100,5989.79,90.75,1650,Agencias,24,59.8979,0.66
2024-09-18,Luxury Resort,79,120,35864.65,453.98,6320,OTA,3,298.87208333333336,0.6583333333333333
2024-09-18,Midscale City,154,250,29039.01,188.57,6930,Directo,11,116.15603999999999,0.616
2024-09-18,Economy Stay,53,100,4884.11,92.15,1325,OTA,13,48.8411,0.53
2024-09-19,Luxury Resort,61,120,26727.78,438.16,4880,OTA,33,222.73149999999998,0.5083333333333333
2024-09-19,Midscale City,156,250,27823.6,178.36,7020,Directo,14,111.2944,0.624
2024-09-19,Economy Stay,60,100,5026.15,83.77,1500,OTA,8,50.2615,0.6
2024-09-20,Luxury Resort,110,120,54220.4,492.91,8800,Directo,26,451.8366666666667,0.9166666666666666
2024-09-20,Midscale City,190,250,30929.89,162.79,8550,OTA,5,123.71956,0.76
2024-09-20,Economy Stay,64,100,5430.31,84.85,1600,Directo,39,54.3031,0.64
2024-09-21,Luxury Resort,103,120,54615.18,530.24,8240,Directo,15,455.1265,0.8583333333333333
2024-09-21,Midscale City,168,250,28186.48,167.78,7560,Directo,1,112.74592,0.672
2024-09-21,Economy Stay,83,100,9112.28,109.79,2075,OTA,25,91.12280000000001,0.83
2024-09-22,Luxury Resort,79,120,34051.12,431.03,6320,Directo,5,283.75933333333336,0.6583333333333333
2024-09-22,Midscale City,196,250,35530.87,181.28,8820,OTA,6,142.12348,0.784
2024-09-22,Economy Stay,88,100,9495.34,107.9,2200,Corporativo,5,94.9534,0.88
2024-09-23,Luxury Resort,79,120,34318.14,434.41,6320,OTA,6,285.98449999999997,0.6583333333333333
2024-09-23,Midscale City,165,250,31935.34,193.55,7425,OTA,1,127.74136,0.66
2024-09-23,Economy Stay,57,100,4848.04,85.05,1425,Agencias,3,48.4804,0.57
2024-09-24,Luxury Resort,72,120,34589.65,480.41,5760,Agencias,29,288.24708333333336,0.6
2024-09-24,Midscale City,137,250,25205.22,183.98,6165,OTA,2,100.82088,0.548
2024-09-24,Economy Stay,49,100,4326.56,88.3,1225,Directo,3,43.265600000000006,0.49
2024-09-25,Luxury Resort,58,120,23500.4,405.18,4640,Agencias,19,195.83666666666667,0.48333333333333334
2024-09-25,Midscale City,141,250,23661.08,167.81,6345,Directo,1,94.64432000000001,0.564
2024-09-25,Economy Stay,48,100,4398.94,91.64,1200,OTA,4,43.989399999999996,0.48
2024-09-26,Luxury Resort,56,120,23800.7,425.01,4480,OTA,10,198.33916666666667,0.4666666666666667
2024-09-26,Midscale City,126,250,20673.87,164.08,5670,Directo,7,82.69547999999999,0.504
2024-09-26,Economy Stay,49,100,4548.07,92.82,1225,OTA,14,45.4807,0.49
2024-09-27,Luxury Resort,90,120,39924.45,443.6,7200,OTA,11,332.70374999999996,0.75
2024-09-27,Midscale City,211,250,42583.42,201.82,9495,OTA,10,170.33368,0.844
2024-09-27,Economy Stay,89,100,9316.6,104.68,2225,Directo,11,93.166,0.89
2024-09-28,Luxury Resort,97,120,48369.83,498.66,7760,Directo,6,403.0819166666667,0.8083333333333333
2024-09-28,Midscale City,210,250,42695.12,203.31,9450,Agencias,7,170.78048,0.84
2024-09-28,Economy Stay,68,100,5789.02,85.13,1700,Directo,8,57.89020000000001,0.68
2024-09-29,Luxury Resort,104,120,51319.52,493.46,8320,OTA,9,427.66266666666667,0.8666666666666667
2024-09-29,Midscale City,205,250,45950.52,224.15,9225,Directo,4,183.80208,0.82
2024-09-29,Economy Stay,85,100,8731.83,102.73,2125,Agencias,27,87.3183,0.85
2024-09-30,Luxury Resort,76,120,34098.05,448.66,6080,Agencias,6,284.1504166666667,0.6333333333333333
2024-09-30,Midscale City,137,250,23098.74,168.6,6165,Agencias,28,92.39496000000001,0.548
2024-09-30,Economy Stay,55,100,4278.28,77.79,1375,Agencias,7,42.782799999999995,0.55
2024-10-01,Luxury Resort,78,120,33018.38,423.31,6240,Agencias,1,275.15316666666666,0.65
2024-10-01,Midscale City,134,250,24321.45,181.5,6030,Directo,51,97.28580000000001,0.536
2024-10-01,Economy Stay,59,100,4587.83,77.76,1475,Agencias,7,45.878299999999996,0.59
2024-10-02,Luxury Resort,65,120,32158.52,494.75,5200,OTA,12,267.98766666666666,0.5416666666666666
2024-10-02,Midscale City,124,250,21652.72,174.62,5580,Directo,6,86.61088000000001,0.496
2024-10-02,Economy Stay,53,100,4472.78,84.39,1325,OTA,19,44.727799999999995,0.53
2024-10-03,Luxury Resort,73,120,29619.95,405.75,5840,OTA,3,246.83291666666668,0.6083333333333333
2024-10-03,Midscale City,139,250,22544.59,162.19,6255,Agencias,24,90.17836,0.556
2024-10-03,Economy Stay,57,100,4424.9,77.63,1425,OTA,21,44.248999999999995,0.57
2024-10-04,Luxury Resort,104,120,58987.62,567.19,8320,OTA,24,491.56350000000003,0.8666666666666667
2024-10-04,Midscale City,167,250,31089.0,186.16,7515,Agencias,14,124.356,0.668
2024-10-04,Economy Stay,67,100,5347.58,79.81,1675,Agencias,33,53.4758,0.67
2024-10-05,Luxury Resort,109,120,61905.6,567.94,8720,OTA,13,515.88,0.9083333333333333
2024-10-05,Midscale City,225,250,49366.0,219.4,10125,Directo,15,197.464,0.9
2024-10-05,Economy Stay,77,100,6828.26,88.68,1925,Directo,4,68.2826,0.77
